,tier,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak
0,DIAMONDI,a6XNnr-OC1673HAJaeCorjI1T9Sbe7gYJIBpbsu_CllJIOI,LokiFc,66,178,170,False,False,False,True
1,DIAMONDI,IqyvwfPv-kb4hXTAKgMN3x7rEeatxOukuZPAhzXzfiPWnMI,Keria,0,497,483,False,False,False,True
2,DIAMONDI,6YbR4YdY-AewAr2ihQtT_qHhJyNGtHUZNDLexZBQGU7ZZGQ,Janna Jana Janna,6,291,291,False,False,False,False
3,DIAMONDI,8fb8V6VEtBGfFZgq3Fyv3eEJ43UQyIeFOCm0SKEQvgu673M,i still hate you,0,350,297,False,False,False,True
4,DIAMONDI,ru75Bv4Hgh1U5Hf3fKuwcREIJgQT6RfiXmRViTI1idSXI0s,Giojano,0,153,128,False,False,False,True
5,DIAMONDI,yMjxJWZ9bgYm-QRQTLetKFsSDxM04GaLxNSdQSOpP_NsBW0,catch a fireee,0,423,389,True,False,False,False
6,DIAMONDI,alh23IJbh4qXrbhZns-7UZFVrF1z7fUkKaKGUaNcGbM65uA,SHADYZERA1,14,122,99,False,False,False,False
7,DIAMONDI,DLlFV0Vyigj3Bm--a-DH-ADL54C8and8CGL_08TiFKU_-ig,lagartin safo,15,136,113,False,False,False,False
8,DIAMONDI,UJiGCkdYR_fvDKy9SCqiIbxgCMWMM2FAgBbbljN8mdqZEVo,ll1 blessed,79,214,206,False,False,False,False
9,DIAMONDI,UiiT65DVKinZT56Z1AWf7OhSZOgR65hanuQDJrlE9Gnp4FM,Jao o isquilo,43,237,199,False,False,False,False
10,DIAMONDI,8m1W48hJ3_GsZYP3Q8ANFoL6w7069ipbTSxCFIUdwNqTonM, before i forget,35,252,234,False,False,False,False
11,DIAMONDI,sQITOQgLRWD0fs9_BnOg1bFg5Lo50TyDwQNpWF41fnWGgvM,NeymarD,59,184,151,False,False,False,False
12,DIAMONDI,_Arw3cx0cSZnRwE6mxavyw1sriEXxAWzAwCJjd4lE_aV7H0,unsteady,8,357,341,False,False,False,False
13,DIAMONDI,etstNOLThYDA0Fy91YiEO2nMf8faauL1Mb-B9stdREhYXDU,Bolsonara LGBT,59,244,223,False,False,False,True
14,DIAMONDI,Q_r_TVPvdw6bF7UXx05dYnok_ZAA5OdgXS2U8RlQHz0WLEU,GustavosZERO,0,259,261,False,False,False,False
15,DIAMONDI,_MQyVgNx7dWKg5So2WcEVAaM1br6mdgNkhTb_dKEugbvFcA,Doido de Melão,22,322,300,False,False,False,False
16,DIAMONDI,oL96p4sVfHIftvrxbHbmNwwMVFfF2wpz37_u04Xx5YbzoI0,mid flare,75,234,221,False,False,False,False
17,DIAMONDI,_gHh_HniekUUsCUoOFAU3yezCJDEYC9y6KUg_FuB20pq7fA,Pega â Lanterna,55,134,128,False,False,False,False
18,DIAMONDI,p2yKylq6neiuzm-mxSjeex9FC0lMem0mIyz_ZCkvDO7h0HQ,Gisele Harabo,0,275,271,True,False,False,False
19,DIAMONDI,NnRgBLKkxS6nYsnYF3jbKgM1kZoyPW6LK5wS0IkMBkVzHEE,UAM Defendi,0,373,374,False,False,False,False
20,DIAMONDI,wSUZhSQCnLY5sEtzxHO5-MNkBBCPOBFdIDLVItRuSCUHqrk,João Pedro,7,255,235,False,False,False,False
21,DIAMONDI,W6f_n62k3q4jWVwzsd1iNPfDQsNdkKjycrpND0c6G0D9yGM,Marujo Bombado,0,113,91,False,False,False,False
22,DIAMONDI,RpcrtUNUXvLBbty8UPbwiZIOE0bXZOEch6KZ_UlMlFo-xaI,Expulso do Mac,0,137,124,False,False,False,False
23,DIAMONDI,hawKc4XhpjPJre1LPWmjVg9gm7BrQx10FSGNjNIqTNQE6o8,Nyuwn,0,419,389,False,False,False,False
24,DIAMONDI,x1cV3LkhGxGFP6PrByTn7RNUAWUnidyDIcxk2P979MaWBZc,Shhhh pls,67,615,581,False,False,False,False
25,DIAMONDI,yprNvH2HaDH-94_1UoxK6MluZWVOI_iyZhFxnJyra12IxKM,Snoorky,0,124,84,False,False,False,True
26,DIAMONDI,BTT5346fS1znxoF-ybJayeOiR8HzqkJ7yxVuXdbhp73LPdA,criscris tfpn,74,126,106,False,False,False,False
27,DIAMONDI,A65b_pGHKCJLqh42Qy3sVzJyzc8NHOwBVWkL8eEryGEiFuw,Nicolaci,49,123,96,False,False,False,False
28,DIAMONDI,oGpJNvPukrQVtDvx-wytdbhkoBLkILZDZiQl_1J0RtVpsGA,Kung Lee ,6,115,100,False,False,False,False
29,DIAMONDI,f5EnEFjl0-jOZn0jLZS61pHhIF2ZaSDpqFz0873f8aBqhcs,Darkong,44,67,67,False,False,False,False
30,DIAMONDI,26GmaXlW1vLxAIh-3u-Gmz73MJlprTjuKrRBCGZVSwjulrI,huhi,75,66,52,False,False,True,False
31,DIAMONDI,_EoLTQGbt1UBxajBiDE0dGbIohy-agCdWr6AgcqlIp_YEnc,kakeru akemi,75,343,331,False,False,False,False
32,DIAMONDI,flG000t8qrwhp2Bnjr2mv9VGBGWaPoIGqUXTYbVP3l1RneY,Irmã do Kevao,49,310,304,False,False,True,False
33,DIAMONDI,eOqHqGu0fCqrn64mqoFwAQUcMyOtZWxWUYxbaR37qHxlHeY,Nelson o Gorila,25,340,322,False,False,False,False
34,DIAMONDI,5UGHj56vmPFma6FVXkFwXuXIfuU0bt4huXQOV5ZiO4-q7eY,Somente jaufit,31,830,786,False,False,False,False
35,DIAMONDI,PcYchPwA79Tp9JZ-OrVktKyllupQtC2BqMBhlkqXHv2j9hI,sony apenas,100,388,347,False,False,True,False
36,DIAMONDI,OaqbfpyM4USmTL2PnxqxjYpOkFAsLby5QJ9RQkzYI8QvIt0,thinkin bout you,17,51,47,False,False,False,True
37,DIAMONDI,9pilDDBCyK-5L4ChPBP4eXDJ1hMbzwiO0CUsYccVHsKfZLI,iEndlessly,69,125,96,False,False,False,False
38,DIAMONDI,abJPfoqBKUe2KXYHhrI4Uexp72c4DVY8ThLHqDlGRxUDE8c,Gants2,33,250,239,True,False,False,False
39,DIAMONDI,pgEeyFxHNMAO9BYcHGNXbHI5Esu0mIVjXdXRPznQUGNOWk0,Tokkai,1,495,472,False,False,False,False
40,DIAMONDI,Xre7si7qJJxidd5xeN46uuFXV1cNun78dDAl1rWaS8Y0gXo,rabeIo,77,100,74,False,False,False,False
41,DIAMONDI,1MeAJPiCu9ePEtNC-1umz_MncCiHHZKq6wrGNfS7up9XLmo,Kr0ft,66,425,412,False,False,False,False
42,DIAMONDI,KbssEGPPmqCZkDik5mKIIOllX64ZWa81dWSgpOSB6K4Zgio,Renëkton,36,162,150,False,False,False,False
43,DIAMONDI,8xh61Zffr8pH72q-d-jWF1ESWdFbFldCnl-p6OkVkZXOMSo,só palhaços,34,90,25,False,False,False,False
44,DIAMONDI,hr7UrCL9cFGoZxv88Vg1ct_b1omJqUHVMD4bsef2LMZ3UFo,Fliyd,0,508,476,False,False,False,False
45,DIAMONDI,hK-mFg9gyO_Mh35OwY7iDve2YA52468MVy5Al0g3155nlD0,Broken Shadow,40,138,111,False,False,False,False
46,DIAMONDI,bH9o-JFkRrRwTBA7ZW0MpEjgmwoD9v6yV0NbsLIwHjNNyx0,Hnz1,0,76,57,False,False,False,False
47,DIAMONDI,mYAQhU38_R1S0-ejICIfhES0Y8DHXSb_Os6ZSW3nW2bVAHo,Buio13,100,137,103,False,False,False,True
48,DIAMONDI,9xVOB9F9dfIcMxxZ-b-uEWZb5u37umcom9Qb6HvX6NYkl9Y,FreashFx,0,438,392,False,False,False,True
49,DIAMONDI,bw-iMzKOocHhL67g6rwEsJOq24ttoMfjufFBPI0PT7YdBZU,util,75,434,425,False,False,False,False
50,DIAMONDI,Vjy0SeAnzCL-3Qb0eKDqGgccf8VRs7-i8CGTtkgIYFW2Cjg,PhD em Gadologia,36,163,158,False,False,False,False
51,DIAMONDI,kOSf3vv7AW4EHb9B-hDosYo255uK58BLm-18H9AWhX_8dZQ,Janitor,22,688,659,False,False,False,False
52,DIAMONDI,cbayvDGiSfXdqi3Zm7DJj-n4CexqvY56pR_e6Et0Iis9KzA,moradora de,76,173,141,False,False,False,False
53,DIAMONDI,u-fr_0Z54WWp0_lesNCUln1rsU798Cd2kSfEquzD8chp2Q,Toujou Nozomi,31,221,202,False,False,False,False
54,DIAMONDI,-jXZVOGHKW5pwalYVRJwJ_FPytuHXnPjW4MFTJkviY4kIA,lassito,69,395,386,False,False,True,False
55,DIAMONDI,m8y43WVgB3C94sWaji7NelM9NIXYeUWm0DKVqgUcB39TWA,Jewish jojo,0,87,77,False,False,False,False
56,DIAMONDI,H4sQVCH658tmHQENmlNVxZJNESK171xGGkB4LIZhLxDHhg,Mitchu,23,211,162,False,False,False,False
57,DIAMONDI,uouVezFvzrSR0CICEdrmz30hW1rpJBefUk5rByvZNeHzKw,Monster2,73,864,858,False,False,False,False
58,DIAMONDI,_j37y748_NB79aSmRFlCBP0jqVVfLApl2e4bvg8OF_F3hg,Kenith,19,89,66,False,False,False,False
59,DIAMONDI,P996r8qU0l2sA_cmL4ltPpL7BMVMTEliEzt6DfHIFds2qA,GARAGEM NELSON,21,203,183,False,False,False,False
60,DIAMONDI,a7Nc2D5eJNlRABQZ3PED5F68kz9gAdvwXj9aFgjozVXFyA,Isses,50,197,156,False,False,False,False
61,DIAMONDI,Yy1w1JpVaJeumekL3RUpMkt-TKd_K1OC4BkcDc56sqqB0w,squachu,38,61,48,False,False,False,False
62,DIAMONDI,6GOGQSnJzP90SYU9wl2MnsgcP_mRJi7WLAlXVfy7HU7k5w,PeopleFace,76,118,95,False,False,False,False
63,DIAMONDI,zcb7V6W8z5BqRcnJ4t5oXUWQQ-8C0wKhfk90DAjFUxyH9A,YHTC BNTS,0,260,205,False,False,False,False
64,DIAMONDI,_8TvV_Y4VqPPY6X_Jqu04ap6TRBtd-ZyLlqZXA87uBf0gQ,PP Is Here,26,523,521,False,False,False,False
65,DIAMONDI,GNftp8u4_vve8JbdKuhXDKUMlBgIFy30j1In3_ICN_0iJk4,DIGUINHO CORUJA,53,180,158,False,False,False,False
66,DIAMONDI,Wrgzh0L6RH6V8YH7xJcOCKl6WAVfSfnmdGYGyc4zUL2UfL8,Wirth,78,159,107,False,False,False,False
67,DIAMONDI,Gg-kD1IfqauB9sKmCqIt4uejTEZTM9vG0bZ7_ZLCJsbXi2c,Julio Cesar M,18,536,508,False,False,False,False
68,DIAMONDI,_4s27hasIFMDXkzJWXP5W1pxqs_GLbFWORahXLUiCujbXQ,Revex,0,144,68,False,False,False,True
69,DIAMONDI,k7KpxcygWl8_8g1YtYcc6iOjLQUzOEoLvy4CTS83wYhYlA,SKG Wyvern,0,155,135,False,False,False,True
70,DIAMONDI,bwIIDcDDUvhbjpDSsrdHRnlDokOXfHlPZ9LoeWgaEel01w,Kampos,3,176,170,False,False,False,False
71,DIAMONDI,MSKRZSHkcuJ3veZ3KsN6OmSqpt9J1O-dktSvRlcNdFmwo3k,11082017,0,266,265,False,False,False,False
72,DIAMONDI,0oSQeb2604Z5ojUanVN2JHpe00F5hpSl_qIaXK8ZzpwyfA,R l P,75,201,192,False,False,False,False
73,DIAMONDI,0jX-zAj4xwKwUaSGTED4IGsiSylJyr0PyPelNmtGZHFUiQ,Ferdan,68,61,46,False,False,False,False
74,DIAMONDI,ANBnXpybbSDWY9a0JReR2TRyUWAva8OjtDQgnVEoJdB46cE,Martins MotoVlog,12,89,83,False,False,False,False
75,DIAMONDI,SFgml_D1kwllt9QXcG_lBdMUnBOF6QU_bwtAIWXF8Vi-lA,zeli,38,145,136,False,False,False,False
76,DIAMONDI,MwKhzvt0qb-_eeyjgZ8HQZus_RSkfNOoOIF2S89JSSymyQ,SICK OF IT ALL,0,494,474,False,False,True,False
77,DIAMONDI,XHUzpztaK7soBakyck_phLQx3E1j3uz1uJjytbtQofJB-g,Blurato,28,246,231,False,False,False,False
78,DIAMONDI,mcl1uyCX8X1yRovV84jK1kDLZS3hZnJWFLjA0X9SLe87Mw,Kuchiki Rukyia,0,202,174,False,False,False,False
79,DIAMONDI,AbhZ4tvuHS8gaz4uTSxnLjLlHTdYUqcKTBtXmDhqo29sf_I,The Biólogo,13,364,333,False,False,False,False
80,DIAMONDI,wwXUgHAuAWYO2RSAYstp7jRME4Uj4V8c-Bdz3GKB8syX-Bk,M A T I L A ,15,521,533,False,False,False,False
81,DIAMONDI,IXbHuQjpnPOLmtwteQZQMgCZYmKKd5rLuI_ULyjroP6iIg,u ll be my girl,75,187,150,False,False,True,False
82,DIAMONDI,nhHmD1xFOJAkRHJgEfPWap-MzbjPv00yYY94b9o4lKoFEg,Guilherme Kath,60,265,259,False,False,False,False
83,DIAMONDI,Q2R5DEGPuZriN3wa7psaCJarsnAEOPtvYMPhPt-c52wNSg,repel ,9,668,644,False,False,False,False
84,DIAMONDI,2pLyPDgXi3ZD5pe-6QpiT0kZqJccwBXKiLWg1aQ-pObWBA,Yidaruny,19,159,156,False,False,False,False
85,DIAMONDI,XCysVVq9PgrSWFDNp7ufur7G8M3O3r4rdLiFxUI3i9kU8g,TREINODEPERNAHJ,0,64,68,False,False,False,False
86,DIAMONDI,bPBK0cg73CLNBr7_3j2h4plLHmp-hrueTKGun12LDwNLdQ,Cabra Selvagem,79,60,45,False,False,False,False
87,DIAMONDI,p40IwlKvYGHMxd4tHFC4R4fShn_9mF_HWMz0auCkCOahmao,Sobolewski,58,55,42,False,False,False,False
88,DIAMONDI,ZoOhjr0d9Q4o8Q3vIk8QhIkRKtfRTq4MXjTNkTBQ3OO1T1A,Zyckat,0,252,233,False,False,False,False
89,DIAMONDI,uT_25ALHkZp6MsS3Nv2Iuoc_W2M9Ew8nazgvEKHm_XKN8Q,Gaben,15,197,194,False,False,False,False
90,DIAMONDI,MGhNiNWW9YenRa82z38fqSHMPdPIIX4goe9D372xAYQQYQ,Mystão,30,453,458,False,False,False,False
91,DIAMONDI,7Hp_QTCpfPZHgKSf0z4dZ9Mn_rJODuU3sXr9puRXS6UNaQ,CAPANGA DO RIDE,80,72,64,False,False,False,True
92,DIAMONDI,W7_II0tkJPiYpM_p0SSTxwSq1I0cIagi7qbvf9YONysTptg,WS Dawang,13,72,60,False,False,False,False
93,DIAMONDI,C-QfJsFkl3DDjSLvjAXJKwMt5mAj6I2idfLMOthEj4DC2e0,kimzin apenas,42,187,135,False,False,False,False
94,DIAMONDI,N_iFhebjPZYxJzvzsP-H06vPOtN1xsVUSuh5o_FXo1zBHDM,CAASO King,0,160,156,False,False,False,False
95,DIAMONDI,lK3kEkao0cM_4cdpgK0itPCKym2SQgAE8OB5PXer57ndmmo,Niight Lovell,55,79,52,False,False,False,False
96,DIAMONDI,OaAtl2z94ESxl5evJWQg2LmRCxmU_unBFE5IYLVnQeruLCY,Yakata Dog,52,81,75,False,False,False,False
97,DIAMONDI,prVvwdFLoP0ZCDiLOtZSDw3aD17agwYkHhJ2ZNCEnA5n5DM,lee kicked you,0,327,322,False,False,False,False
98,DIAMONDI,SZYaYa1LgbqaJO3yDskkqgdNc4C26WjPcJZD6pqC5o7BGsg,Asawaka,16,210,201,False,False,True,False
99,DIAMONDI,_iABWqmtx6DBdityuuHVKeYSz0falVeHuHdWmzbvJUbrkw,Dunskel,6,211,212,False,False,False,False
100,DIAMONDI,hJ0stH7k5hs4dTv22548bujbpOSDBEy49CVk0cfOgnk8Xg,Leandro Menezes,36,48,31,False,False,False,False
101,DIAMONDI,52WaCpTBUOMrgDYhARC-qiwZ6GF1T4lJH-stMou5jBc26XE,ROGERINLOL,29,332,339,False,False,False,False
102,DIAMONDI,WmZ8-_vOFZnvImRQX67DeNdWrm-RSsUrNw1lOgIHG20L2Q,Oshino Shínobu,0,297,282,False,False,False,False
103,DIAMONDI,eDmHxrGnq18TM6vsHX1ma7BU9bw3weF5C8p2Oi7OW2pTZEE,Mamba 4 Life,38,202,194,False,False,False,False
104,DIAMONDI,30RKbTM-W7_dKAFFpeC96ZL7qXRUODNi20E63BIr2dyjkA,Nestorzinho,11,296,298,False,False,False,False
105,DIAMONDI,L4LSjWrdQJVuharKiL20m3IgB-LxCGb0bDe15myc1yygCQ,days gone bye,40,136,130,False,False,False,False
106,DIAMONDI,2UffTXxEY4eDkYeUioGGKV4Ta_5wL5d7Ku1-BrCpqRhb9Q,Ogien Zenwi,0,240,250,False,False,False,False
107,DIAMONDI,46uhnP1ufETxNp2zabbyfYm8b5yFz_B6M8mn6TLI3Tgc0g,Kuiaratame,70,276,223,False,False,False,False
108,DIAMONDI,8zTbHBh1g9fVmaYRueidb055IktNgSZWWT7lOLKMO6Ioj1I,aujsygfbheaklo,75,271,259,False,False,False,False
109,DIAMONDI,IHsrkw67XKU_9G6RWd1499sksSLOWXX3CjUIEtEiZvUhVg,Sariter,17,136,136,False,False,False,False
110,DIAMONDI,EtBIi40uVzPiCB2wmYcdbMvlPce_7ovrZtxULwY4mdbj0Q,Naekuz,100,177,154,False,False,False,True
111,DIAMONDI,6fdJ3f1f5PAPLHC-wHs9cdvAxcDCyWM5iqoaLSnYGprkvg,tika1,90,101,66,False,False,False,False
112,DIAMONDI,hBYWmg5kMj3bE5vcERYx2rBEEuJvmpnt8eNuV9mnBJKENA,O Deives,45,161,137,False,False,False,False
113,DIAMONDI,pc7GDdYXGupAFB-GUVsmo5F1k9_hd9rkgPHFsrGGTAevPmg,erva epico ,64,163,149,False,False,False,False
114,DIAMONDI,vO6onOa7E17cqHWOjQTom7-A0BqioTLp9qL5c6Gg3NKQoA,MBM,90,136,121,False,False,False,False
115,DIAMONDI,IXTwkjpKGAy4SJ1BvYOE__b5CEfj_g_1DdOZM4Lu8VUyxA,canjonsk8,67,104,82,False,False,False,False
116,DIAMONDI,9VLx3vDJkYTdNBBOnzpxgS7C55gE11ApGh__fq5gYJgJEQ,mottta,75,328,262,False,False,True,False
117,DIAMONDI,b3uZTiyn2a3Y-pJNAaI14aW02rpBRzXsJryFPmwt1AWuXw,Dysclosure,75,308,269,False,False,True,False
118,DIAMONDI,t8y4fxRAFSM1N4_bFj9e1jS8i9542d8IQ0rxE7v23dolSw,Oliver Tsubasa,86,212,195,False,False,False,False
119,DIAMONDI,2ybXZ5tEwWHTBEi6fWIS9_U9AD0_2LVhgSsN8z4vIiYYUQ,GLX Siylph,17,227,215,False,False,False,True
120,DIAMONDI,mn9uvLCeaL3ffLIbXKnRr_6ASheli40-78M6XJ3dezPsAg,Lehman Brothers,35,195,190,False,False,False,False
121,DIAMONDI,1w6aewUXQ1jd2BY5m-7QSpnAKxGGFkEM_tspzmNeGv-S6D4,doguin caramelo,52,136,111,False,False,False,False
122,DIAMONDI,vImbT8s_1u6K8LAiBGtJXdw36OSwrkDSRm_RHosFjX_2iQ,Isäd,100,168,160,False,False,False,True
123,DIAMONDI,tJT-fbon6TNqDdiMCwBkzgr3N94o3PCT3GxiZcPcko8cew,miminhooo,75,473,469,False,False,False,False
124,DIAMONDI,i4lluaE7WBc2BRKsZoXUODdBhmk5_O2zf-eoE_5P_jxIvQ,Meta Slave,1,76,64,False,False,False,False
125,DIAMONDI,N2BAQEyA0hR9ffsI4gUmNBEEtXp9ITO6fTFiQAxYI2LFxQ,copydog,19,724,722,False,False,False,False
126,DIAMONDI,XQHC-P-QA_3beI1CH706YoM22gVXzcx6qyQ7omDKNoD02A,Lord1,0,212,201,False,False,False,False
127,DIAMONDI,a4B8xoJiTGfm8K7ynVIU-s1HvkWGYZ5Vr_AH7hy7bvWMJQ,Coldnose,0,298,284,False,False,False,False
128,DIAMONDI,cL2pJ2UHHN4CA61DFcOQyxbBOO2ZG-4NFp0Gt6cIA4kE1w,Poácher,70,232,149,False,False,False,False
129,DIAMONDI,tNauncJ111trHwun9iaptJ6wbnIH8A-IhvRvSJbR5U_D5g,Stalle Tenuous,6,272,276,False,False,False,False
130,DIAMONDI,J4TFQjhKSoxnBy4CE3lok601Ed6IXz7XLkf_hJLsU-SGg5A,Spohn,38,682,689,False,False,False,False
131,DIAMONDI,EOAH0YLABQtpQeSbkZFtH_K6NAMJFYfaPVDRgLzRj05gRos,Toontinhooo,0,251,223,False,False,False,False
132,DIAMONDI,doxClwKYgdP0h-lbluDiQ-sEPFP7E4whVTElyC8hanwDIA,6 LL,75,567,561,False,False,False,False
133,DIAMONDI,O6DgeScpKW7L3qw0bL-oc9Sh7Za56hmTkr0lDpoDVwLAPA,celfisk,100,1041,1032,False,False,True,False
134,DIAMONDI,rH6sVaLmpafWzqxAvVBSRimD-6JsGEg32mRXL-mpg7KrFQ,Rekky,0,209,186,False,False,False,False
135,DIAMONDI,8wpb74JL8nx7Guf2H9e_cnQPpZEsiBc4n_9URz8DCI86wA,Magia e gritaria,36,392,400,False,False,False,False
136,DIAMONDI,5khgNeW-1tI4j0DrYBHFG8SVrhC_9f2r1tvW5-JGBe0DQQ,poseidon754,0,116,67,False,False,False,False
137,DIAMONDI,TEc_vA7DOH7iRaeVrux_kh7INJpHFJnY1VAWy-Ag2O5l7A,AUG Pro,25,148,104,False,False,False,False
138,DIAMONDI,e3o_C5A4Vo2EntigJBNRQj4jc-i9FSBxRxEgL0IBQMyStw,Tuiu ZX,75,144,130,False,False,False,True
139,DIAMONDI,JCJK5lIxsbOziJLzFdfuzldnonyGOmjtxpeSQ-Mo2mKOrLQ,ATS Neyscau,35,74,74,False,False,False,True
140,DIAMONDI,kadub6kVh6ORmKgGJJ8HpU0X-HebCZQaL6Ru0sC2RfOLuA,Unlike You,75,267,241,False,False,False,False
141,DIAMONDI,NLOAwaVpCbmoVxtQ-K-BDpYBKmHc7bwTWmdqEXlINcokEU8,Himeros XIV,96,135,74,False,False,False,False
142,DIAMONDI,ZjXPFWFxC_O3y865-vo9mwxdPmUkCQwXN3J2C3BdKj47MyI,GORILA 01,67,318,301,False,False,True,False
143,DIAMONDI,wDyjQ3utWgOieBg_7ZbjAnCsdCm9i1HKxVaBai5dDS29Ww,romance361,44,417,386,False,False,False,False
144,DIAMONDI,zSJNHdC_5OrW92Hq21KIgBWzBO6ObbEKg6tvtpfTt2j9Ig,Süb,26,406,382,False,False,False,False
145,DIAMONDI,fffZka4AMWtzXn5EZELuUHj4GkpGHhzUrWq6Q4AnFqA2sVE,Wímpio,97,382,382,False,False,False,False
146,DIAMONDI,VPK9IHbao02RZMZj3UL-kJJp_sQeCDfuuqnuZDveI2gjGg,Azog1,85,418,376,False,False,True,False
147,DIAMONDI,1qpWVuojYojwHTc8QZPnCnSOQd6C6JuXBrnSVZbuWvaveg,SkeletonDeath,55,135,94,False,False,False,False
148,DIAMONDI,mJCFkxOlq3NKrTdABbkJD20R8GumeE7e75PckYCW3yLG8Pg,Hizo,32,182,180,False,False,False,False
149,DIAMONDI,H6P6R8cXOG-bXi2j1zlAn2dST3FS7B9eR_N2Az8Cet6d7g,Nahime,25,73,39,False,False,False,True
150,DIAMONDI,BSxAck3P-O-hx5Hb99eDxPcnm_lIjhSUhiDLxNVt4ehHQw,Pykezada XD,17,170,177,False,False,False,False
151,DIAMONDI,KPmBzMzSn2k8QiUKWx0s0HEsB9mT4Tfb1oxYbg8JBv4Deg,Gabriel Leão,88,36,21,False,False,False,True
152,DIAMONDI,Wc5XD8uvVqBTYxb5ftsLqIND0l98VqKRkIosV3v528KxSA,EzPrince,0,341,346,False,False,False,False
153,DIAMONDI,rVdm1UJwPZxwOuI9Esie1rvF5RNTv7ByyV79RcXZhX4F8w,SUPER DANTÃO,90,272,175,False,False,False,False
154,DIAMONDI,wB-Bbu7bjgVV9SVljkx_9BRiKXaoPm4lUjwfWYUGg-JwLSA,kosze,87,302,234,False,False,False,True
155,DIAMONDI,Cz3ySLQZ1daokNZh_L4fqHzUpZFCmWIz0raVruT7CXK0cfc,asdaiwdjpdawj,75,55,44,False,False,True,False
156,DIAMONDI,RrSgwICiuXpoJTkVuDhE6dhXUvGJPpWAyw5oZph0ZOdfW5Y,Shayds          ,35,32,22,False,False,False,False
157,DIAMONDI,IoXeIiUHYbXbA8KCqJGteKYhujAou6npaJGXlEMjog6SzW0,BestKatWorld,86,102,82,False,False,False,True
158,DIAMONDI,F2_MMnZnyk95_nnc_br3nEZ69wsK2JRIvEheskzuOc0Who4,Manu Gavassï,75,321,320,False,False,False,False
159,DIAMONDI,hrKYdsjlnMiq_M8uL-Z79H_ONUllL2seubZM7OvvtJuMFaM,Renzo Namikaze,39,328,294,False,False,False,False
160,DIAMONDI,RV7o-cVJv6YWKFAJ6ydY3SSSklOkFjdSrU2lyLyroOKNpPM,WATERZIN1,66,165,134,False,False,False,False
161,DIAMONDI,J3NBOBvavOSKEZtQWkSiBSXP0JAbrKq2yc22yU2Mphrt2pE,C4PSL0CK,36,325,252,False,False,False,True
162,DIAMONDI,XfEw0bjeACxFr0XhnNFJyX1KavXxvMqatFGPlQhDLiD7dCU,reaper7,92,737,750,False,False,True,False
163,DIAMONDI,y6Sn0YSKVu8wWFlSjJux0jnBETBvJ-6GPWp3MkpK9LG3VkA,Across Dark,0,508,478,False,False,False,False
164,DIAMONDI,ebVxAcDKF7trNIK0p2GYpJRFA9OU6uaGFwhyH5gmiVwwFIw,Psycho KilIêr,44,146,118,False,False,False,True
165,DIAMONDI,OBqm9EFpnigMVu-Csx7vsHbPTrWBDBPvNYBlTlpdD1tLPnE,UziQuQforevergod,58,157,127,False,False,False,False
166,DIAMONDI,83mbeZVMrV1c9pwNCJpN2NCY6xMwY2Oc8W4e1JYtGidwFlk,bimao,3,261,226,False,False,False,False
167,DIAMONDI,ivyhRwFxaHWi5gkQ1Oe4ayhX_iqbliteWv1H6kLQ674zhrs,dämonenjäger,0,532,505,False,False,False,True
168,DIAMONDI,CAFIh9WuzISgFyEcXGWinmtcqp9FbKx5ApK_vt1ZMkjorhA,Cabra Selvagi,96,126,97,False,False,False,False
169,DIAMONDI,Tckry8yaYoZqObpqWXN-SfO0N3IwBoBujSZYVrKCKNzt6DM,MnT,100,332,312,False,False,False,False
170,DIAMONDI,wntxxZ0_7vCM9fThEbq-7ey590rsM9lkqux-A98nzJu6T08,toshio1,39,201,188,False,False,False,False
171,DIAMONDI,z6LcUYtxy1juUcn0nq3hCQZ0nAgidwXOOAzPbYwoLtji-w,eu ja fui feliz,0,456,409,False,False,False,False
172,DIAMONDI,DFCZa5R0Clzcx2hYaLBPk9OLs-12-YP6YfNBPoEQMAIZUw,INTZ A2E DuckD,17,133,113,False,False,False,False
173,DIAMONDI,-LLHkiK8hfPy4VUx4uEFmgsmR07-hgNFERAhG8mkXuiasA,meTs,0,626,624,False,False,False,False
174,DIAMONDI,g9KY6Fwcsf0LGORwFbW4_vn2LCdzfqLcLLtX-IOWE6iEIA,im unhappy,0,189,191,False,False,False,False
175,DIAMONDI,6UNXPxmEZcEhOkuU5fdBk1kBwfhLliX0Z4GKwSfRpWyM9g,TXG Omoshi,69,313,289,False,False,False,False
176,DIAMONDI,2bJFIHBwSb8b3C3gkfy0Liw59ivmBHo9iGzqZdm4nIcSWgw,12 de Junho ,68,479,480,False,False,True,False
177,DIAMONDI,pqDxEu7TV1Oe9vRY7vHostDZ1Ciroj6jhqJQ5goARqRzFQ,102030,60,528,502,False,False,False,False
178,DIAMONDI,pm75SzSKwk_0iLyS9jA-W_708zOUG66BYs0s0blg72Z_3A,Soulzera,17,448,455,False,False,False,False
179,DIAMONDI,GPra94jct4wqNOfdKDM6LRxYKeuYPjmXSK2CdtBVHE5fYQ,káj,75,225,210,False,False,False,False
180,DIAMONDI,pS-PaEtEsxLELAC4COUJEMcO8aT556whNC_FUhWXSZPegA,GamerGatinho28,14,122,86,False,False,False,False
181,DIAMONDI,0e8mQOvcHifSKHhVAAMQt0AtQsVrQgHg30mBCOoE-E7grQ,Ownager,0,745,748,False,False,False,False
