,tier,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak,accountId,summonerLevel,puuid
1468,MASTER,jOy2bXHkq3b_h2sneA01zuBhL-kB4jRm8v4XnS7qBgvCCg,Haruto,47,271,244,False,False,False,False,o2Gmosnm4bQItk9YOg7w1FXqvEFM0-4SUod_-URrk4hf080,220,6Zv6Ab8YnbUPzGVG8_9XWgxjNpd91nr0eQ9zxyPRvo62rQBl_RA8SXruJ235vT4WBnyTZJ7TJoGZ_Q
1469,MASTER,WEeDJb3Huxqd0DJnASoqPS394d6h8fBZB4GmVNNz895Qlw,kinda cutie,0,115,91,False,False,True,False,AtwtdZLYoWWq1sadcEj5Gb06bjoG9m2enjbYOl0u5mfkusg,461,QynPVrOROdsD02eHTqBU_jMrkdSa3t8bJa4S79Ps2-cpJUkRUYloMQG0Z1cFULJHSBBDgnR4Yo5p_g
1470,MASTER,vVa5CgRAFCxNNjpnkg9wSpLpXJYYsl4_zQMTh02LWrxIwg,SEXUUUUUUU,103,197,157,False,False,False,True,PAu96epjiQch5MgsZZ6PraglGzoW19EaMLZDVTwXAeHNMeY,176,ZJ1U1-PlhlvziHQNEFTnZr-CIYp2NbjACY9fHjXzsVbvVIxOHm20T94HpGD8XPYOsxEtHYThggrVFw
1471,MASTER,S8TPD9Z4wXFVG3EB8562uGqhHnM6_wkOZ1nR16v6znzwnSM,paiva1,41,304,213,False,False,False,False,PNEHEbpwLGXl2HPiVW_mESvb5aOS5J12IfX3imfQv8kV5zk,68,R2pyuG-Cao9Na1IhEZms01VsixdrskFK2k3YEUHh87araWpPkOEGQBD8O1hl3zk-BGfsLdiaj2Zgaw
1472,MASTER,ol4DtHpJhN6SxCIHr4d-nNg4XjlgOweKVswqeP7glIwfCQ,rabelo belo,0,324,321,False,False,False,False,lQvA-FKjNpFULZ9k3s6Dd_SBfK-5uwaoPOx7VyVvVoJH,431,bpU0My3tNiLdJq3gOCH9U0R8exp44sfh8tmjmfII3wi0O_iM0MpjgXFbfgSvr4mODK9-E6CBU5w-sA
1473,MASTER,fLmLMjgpxcJgUYmzYEaMrelzoqvdgm9QJvJMicmL4fz_DfE,N4v1n,0,91,67,False,False,False,False,LSlyXuDXC0ljVWpbpkLsB28pu093137957RoyZ16RP3MjArUsCO57IjF,65,GogBBM1xOIDMGKIZNU0xIbkuDGoxqiD65733TLgmIECtolHmrhYNxnZx5RdKfjMqevqIAWo7wZEK6A
1474,MASTER,l0-wVblQBCV7-n-Bod4wIB5h6Je9XaTvIvUxitXqAQok,Marcondão,67,335,300,False,False,True,False,q6hXRqWdt9ZwhWMbkBVA0UyEut5R3YtzmrXbpa5I3nE,303,7i55L2HHhgszcPsV5R7lXeGk0umqcCrDDQWrQ7FckuEmeiKONPvqIdMZlHpqQbDSkOaiBdjb3j0ynQ
1475,MASTER,-JoGSY9LpbqRbyAdhwrkQVilxGwn0mk4zVPfLW6ZfHQZEuI,Zog,26,432,419,False,False,True,False,f7Rf9QouDyk4DxzwDlGtXdDk5YFOJxhaxtJjAaxsx7CYFmM,300,xjlyvF8aNCyLqsT5qhbgUljj6IM2g-ssbwZnydYW9G6OnaALVXGuTINSEpEBt8jg6VcRAv7kM1ZLWA
1476,MASTER,UXXHScSOhEEAiOdXiKHPpZ8y3bbnZq2tj4uw7jdc48l7ns4,GSE StarksteN,128,632,579,False,False,False,False,NnqSy3NoAWIVtDOn9wDuQqDRnvfLC7Dpx9H58jxMaRYXYco,262,QCJyAuz0FaYVmXF5bcftdppACwJzklTGyf8aS2gXvP-ExlEc-kkuo1PcwfTKSr8dT9f0KjFIB5ITGg
1477,MASTER,NK4uIykW7Zw3PW-1JsPMvLXLgLWgU_fbsPblezf6vhMM9g,SotoRmk,42,204,189,False,False,False,False,p6R9eyuGXNITkdR7pYQT-d6sD2-K9wSIHjX_cVWdXlfXIXg,249,tkYaIceol-KRqvWSZTTs_zM9PRft4dSqb_x6t8PcsS2e0i7SKi1fVYLBDlWuQ2L2H16dX1Nz_jocOQ
1478,MASTER,DijXj9V19f4-2AffPQbQKxZ4s1T_1iVTDdKbhiJErF2S,RyousMaster,128,265,245,False,False,False,False,aME3ey_RJkEhcO6CZ1JVqS4cb2L1eLvx_w8tYNVW0bs,258,VRC7WHmZ0KaW3woUu3yX84yFNA-EGpPfAt1AYE6WGj2spBqR_GLHHGP9RViKjcAPu8rU8TSGeALDew
1479,MASTER,h4ptlMLBJlf77uLQK_L0cAfupmyuv5qxeKk-crcSrJ8-,Canna Sammet,99,233,214,False,False,False,False,AaVdZ4TlbgWRg8P_mm_9gywbcyvDfSObZ4kxZu5Jx4o,316,Z5tB0g4BHTaVvBcR3n1T5KI0N9CZ21Pud-tiu5W5_EMKrIkkZY_5HiU1tMDyKn_fQO3RPOqvR_Vqxw
1480,MASTER,-nijE1DjqfUsm5uatN_ohfBWGss9u57jVlrCVdE_u8k6sA,POC POC POC POC ,64,384,373,False,False,False,False,uKqB-g5113FuTyfR4vHnZhX2-QRxyL_JOCz1rqN05CefBmk,345,mY3FXkni-d6MwdIkXB2G4LoUaxN0axvjo7XaWCit6VlpasJ81W7MF_tYTpwKYtN1i4pFCXbV4Fs7PQ
1481,MASTER,o5dySRgpIPXCVpiNKI-i_ZLP2dH29B95m36dcjoBQT9fGM8,NYX Ualom,242,467,440,False,False,False,False,6LeGtO0y1ugoUSUKsEIVl4ZvzXAmB9UonFRmxB3taAPoQpY,425,-CnuWbOqRtPMiYab-QKSZ2WU9RtOVvTzQkX8Qc0S17yTaMJrkC4_YhxDvV7GDQhR3A3UowCL0KKu0w
1482,MASTER,Z0iuelArVZcC0HjDR3e83Dq9I0wLQTzTy906mxL3tq7u5oA,yi 3 dedos,208,470,426,False,False,False,False,FmeiawQQBgg0Y4DaWg1NUa5TAgS4v4JCDuPiejbT7rKOOKOf_NxTsHjS,245,hUnI0u0Rv4KQ8Qsx7dPwxM1isSI7GLWrK8PDb-e8yTsRKV5_Xf-dh-BNcHyINaNr23ulMf4pBtJaqg
1483,MASTER,nO8awMabVhSuDLYRbcC7eq-AUAdIRXBpxaAOxD_gKd6Indg,YukiJudaiii,49,334,314,True,False,False,False,rA93b0ABoodlHCaMsgg9hv6WcUajvWQ10NXQy10Dch8oX60,191,J036fCgJgoKMPMlVBGOFaAsMktWA7shPL8nHhAmLFv7S130a3o4FKwS6rY8dtLjOsXOLhNuPHR9wqg
1484,MASTER,Q9JNYJ5XSXxJPZ2S4Xut51X2fDMZyP9u3Y9Dr2JiG0OPaA,Whatgame,134,464,447,False,False,False,True,wxyeWZpbVgFiMbjuWsi5reUJpBqkU2rG3fEsrTdMOuqS7Ao,254,R7_DQlsYghNW4WEZHHDUKHPMd4mho8SyLkvrIX0FMFJ1b0X4rElfnmkM6fwfBbUuthtnGdJXGB8dnA
1485,MASTER,LDL1CnGQwBNC3CAnfjjupbJyprJE2h34vIVKpdBVMga6Zms,hUN,63,177,165,False,False,False,False,s4xFAjvJszeCobO9KVivGSDEJrEfWAyD8B9fdbhQjtkZBJQ,295,PaA-M3vjuLMMLfYHZ1QhBdeRHqxe4fhVO7yQimiLNtvH04lanAWu-UlKeb8cgjoofWMMWvNKYFHNUw
1486,MASTER,qeDLzyANRA9aJsKfHoRZ0MQB0HQ2L3EYPCPOb1sXki4ppw,jjking chinese,151,382,366,False,False,False,False,qwATmxk_0ZDDGzR9KHV_X1ZwnYH3o66v72UH9x-SumAn,288,iLP_YuL6nI_28vhBUgUWnIQXpD9EnAm1XURKFDHfOtqm4EFKpCQDure2_QS9Y-7E3ihtAUFDXcd-FA
1487,MASTER,br2-IIPEhmlmCEpsbbvb5EveEGiDBbWtCxT--6RtHWOl,Invejosa,111,260,220,True,False,False,True,kMAsYkIAsrWK8v7kNkaSnPP1DjMZ-cNh73MqMt3e1yo,570,x30-S0-HrWeltC0ZG7KjxiNDRqnVD7NRGO18a1HsMR8M_H-d439MfdF7z3J9yg1eVRdSsrgjnOPKhg
1488,MASTER,3LVfeyS750B9YFjWCGBelUuuoPSUSLQI13jZ94GQupq_iA,Kamursa,0,252,233,False,False,True,False,XsQ1v76qwZWBw5XURxSvRLyYHX5dra8VjfNP5Z4W_gJ9RiQ,317,z5ni5pRaOsyk2fcKWRyflDgcRo9qnUe9f8IVV5Ze1J0LGTnce1BqrQF-QdW1AqicVwlAnnnIV-WWZg
1489,MASTER,HmqX4CSbMKnw8NSpLQnawHkrFdQLMlxbzV0hwQkk886b,CAMINHAO GUINCH0,140,430,413,False,False,False,False,FvyE27FTWnRjmlpaCsY4Fg0DEEU_YuTmWussp2m0gAA,312,2ycwSpNLwGx6dfoery_9aFTE_CcbXh2-GqpXuxc_pU_S-uFDbdwf8RiPZrXE89OBKA0U1J7FWcy0qQ
1490,MASTER,6s4rCTJUBXaX3RnlDJ6FC4qXuvq_Wd9uVs7A3B8fT-kQRw,Einzelgänger,170,219,206,True,False,False,False,YINIFvDbrG3lSbP75A4FCy3xfMLMDwQYw9QmtY36DlVE,193,dXcjAy9gSpWFo6hUUDSzr-0hX0YP9NIGgpggnbNKC15qY3RvnVIFyIIiXqjmo7JP0_DT3iGZ19a9yQ
1491,MASTER,EtF-AgwIG8h_Fzu8qli3ROX6r_ZjKsWn6LOrkAi3jKbJStc,qvWlyXzK0GstQ,17,241,177,False,False,True,False,e532G3ReStScqa_IN1Zk_9yH1vifaLzVbZJSNYK3ivyoT3LBZENKrrCs,72,3v_-2o52lM947fw-_68YFViSweIE5AsCUA7X6UEn7TtZH3-ke8BpqEWW_nzyHVHuTt7-TJztrVs7Ww
1492,MASTER,6fzorOXM7wf2ddIPOmCjz6wEmH1dKiPZ9YbGz-wDckL7wL4,sugar luv,123,627,624,True,False,False,False,4oFdVPnG_uvhOZLC5G6-gGZY4xSTmuZ6Le91C1JpdQNhCVg,356,PYgZBcHbVyxeMJ5kGK2iAvEWREe67FL6RCTQ3G8sjdEwSxCIyZT41tMSDEeOVe65CLTNQzFTIzWIwQ
1493,MASTER,veveDdhNoE_WCF9XrDnWjr0jpjWvJxmcEY2iOwEnzArFmQ,Mattsz,0,300,298,True,False,False,False,ZxPPQtGMi_wbdyqqoSSL8UM4_mO1Icj52nWM9AQPEvfMDfg,454,MLYtoLSV_M9kkwm9jtMqaC89O74ZfbErSJtyF0gyVq3WVbxA6qUumhi_qkJ8JVy6k5eWLAZQnV4_uQ
1494,MASTER,CjWr7GJMVudDmu16oSLtdXjKZnNj4aQ5ti-Eta3hzM4T4w,Pedrosinho,133,253,224,False,False,True,False,brE8mEImvfpIHwz3i7XAo2WmHwxpwCnbZWXJb_Sqx5PmOFc,287,FvnjDdmgJ0wpzOPgu9IPli_P85SXCZ5yl7R1qznFCP-BYdb9KczGKBwlyeMlumG2cNo4fZMdK7Rs2A
1495,MASTER,NGa6EQWCrtAYcgfPPEvYkK8npNEhPg1GU2-7ys4Tg0cEdw,SUN Master,71,348,328,False,False,True,False,nDUZhNesQg6F0bMx-7hzvz7e0Litkn3MaPyfokN0LtUuQKs,325,HNO5DwWZVh-BClOr1-kIXcYRD9iSkvaBe7VDlFGEiIe5_BeCDXgHzZhWLQjIQOt3-9wr35CWj1X_pg
1496,MASTER,Oorybv8-H5uQ7nJ4PiM0ACdTmoDfzOjwPgbzyBzEwBjm,HACHIMON TONKOU,106,269,251,False,False,False,False,lwXtjkKMnBYlqFT5hRwrxXOzFuGJXD9jhrHV5otk3Us,301,CuRV4HrVCqEpEFusqHR_4Xf06SE6a_ylkViVK4hKvDRHZ4AIR_iuoKbLWSgHbnWCVJmUT2ytj3mGVA
1497,MASTER,PIpLC9wmf88LIXy3zCMIM0OpVec-siB9_dQjI0ev9w78gLw,cjs,0,144,116,False,False,True,False,H5e6JcunYN2dEFZCFXJhhwyfDgnnm3aXs823YP1dPepTW-A_h3tyx9G7,76,49i6ulGmVicyHZHHdtdzCzavQVn0gvNF0yVJHPn-1vUEttd3SbAU4BJmjg_7MpXsZA9ttc7r0w0ZuA
1498,MASTER,mCEyGpDeoUwht2C4r_iTZoCTYX9OTl1FY3XXH-VFKQJJwNo,Mamba1,0,182,146,False,False,True,False,a1socxp4KSuf8tmmHzXO-UePh7R02d7fbCmg-ZrLXUmsMJQ,332,d0Nyy2WwWJRuLRCnbiAwMAp333jJhGMJVs6Z2a55DA2UFjqGO6z_iHgqpfp8EGfyIoIAkSN9YMiuKg
1499,MASTER,-If5tu-Ut_jWyE2gIm6YfGkSRC66cYLsF3I1qFUWNotosg,Lüny,139,842,842,False,False,True,False,YCNQx3S5nxoSPcDyeH0BsmqGRkIOqvJsb3jmMz58h0OZKDw,489,eODJGY_nhs77JPrXuY2ZUDZ79TkAwuGM3CHz6lMqhCApwndDMvsPJjeT9mz0za-ylUQ927gEkpo1yA
1501,MASTER,ifbav-ltbTWKbwaTC5MMNoi9o9cFCYujJk6uV0CwVodQIA,Mable1,91,419,412,False,False,False,False,SrvC_bcg96Sy-hMvhkVzbAQpaRbbcT4CWwmNzMw2brwGE68,361,ecMz6IfyUSnc4k04L8VWjuQpelTCxq5yneCrkrY8N5j7xE9fShHU-9CpFjWzb2A4JNyYY7JfIH6VgQ
1502,MASTER,dxRz04bnszPcEDujSEWO7mkW06payyIUrhqkoHIQdQeqoMg,Gado dmss,22,250,209,False,False,False,False,3B1CKttGhp9n1J-DyDlrl0_MLGsmTqW4Ry3LNm8E8FnCPQs,381,HN50wNUh3q3cOQKEzaQmshyUP2jVSouecXNKYGytEFs_YgZMmPQZ9322McnEkwx75RZMDttW_wWEXg
1503,MASTER,4WCIeQvBegIgNjtw-9rW6ql6N6OC5rq3ti9sHHtmfOmEcdI,Marquês Jake,21,173,143,False,False,True,False,xG3TSxOS2nD4n-psZmNTyy6Su1XxcLp2Qm8DYtVR0V3H99I,246,lhlZsbESLqr31-Rx7uPibSVmH4DZvf0vxmmT4QPgOSIjZOGLhwCJD4SYOAEp-1cNqtKu0CKfQKQo0w
1504,MASTER,f-IIG98b76BOoaSBQfxi2t4VP7F4ooYDwsiBx3zhDeUhUwg,Xifu,40,170,152,False,False,False,False,TLhtZmBXS5wgzz_P4tuQVpdM-upnjlzfkE1O3s6gg0dQiCg,350,xQ6HAkMs_RS_ahH1y5v19IrngP0O37ahasbQwYmqR11VmAsjQUVi33n2090wM26_CxbEdQD6JIJzXA
1505,MASTER,eMansFyLa6zSfZxzo3fPO6WG7C-N6L5vKDo9CeGabv4C94k,KR Pz ZZang,0,58,41,False,False,True,False,p_RdFhUGrwdVrIQbzAGNrGUm8TCBxwjMq2xNdzfa6VNJpfc,59,NA7dOlT3I173KXFGWgsmK10qzUNWmKza67cSmjE3qhzmi9eJgX5ILkjxbV23BlZeO12i3srMzCoOiA
1506,MASTER,XHUzpztaK7soBakyck_phLQx3E1j3uz1uJjytbtQofJB-g,Blurato,0,267,251,False,False,True,False,x8oS6x0dOmcfXsooLwUuIGcu_Q6TybJivVoApPHQDjI,311,RpXwPYHkqwVuE6phXa8F9dmBG1j5ieXBZpBlSRYKHE71UU0HflYuLgfm3Ndv80o9GOBagND3ohCAqw
1507,MASTER,jSl52jM_NQ-x6SQVDm7lyf5-HqKWygPmx8MBpdbcqTtvYw,Vinicius Rox,0,434,374,False,False,True,False,i8hEFH1MEuJWyFItweMy_QNQ1ztQfF64dg4z0T1okX04ei4,180,LDA4FKnBgQ7z3aBqN4XinxuxwwiJt2nVzcYZMa7RjCujO39il-myp-EfBscuUngOuBEPipD-AuSvhg
1508,MASTER,Xq6OtDfz6F_FGOhlq5-3Qw58LS5tGco2BTF-4D7msQxUv0w,afrodí,39,361,319,False,False,True,False,YN8DnJ80pasfaEQjd09zsb4vHHTMSBtw2E3d06cTzQrpCQ0,169,quvC1YhmTXWJxwY81yJKRClgn1B9ikTgTD2wWTzXB8vTkO_tHbQTJvlISEQAkyn3JXVb41hyPrOmyg
1509,MASTER,ABFdrz_YIy7LbjhV8CjQuHIA2zciKSLKAEL0H8OkwDGxvkk,Udyr do hightelo,0,843,813,False,False,False,False,smi-4d0SCjPRMrLY1KOv2fE8zcATYliKh_GTX1wJ67nBQWHmrzpEuB_Z,176,I-U5PThQGO_TUO66t0YcfuC0TyEkY0EFn-U1N82La5DG-UXy7UH1QiQXtEFIEDyMonpbn4QUQ_9qJA
1510,MASTER,QeYOv3rLxZAifEcCaKkGsy44N4K-IvhvlGKi6KeK5YMW8Ig,smurf do guado,215,218,133,False,False,False,False,kIM4Fqz2sBAq34btyTi69AjnWQ-8dRR4gZEwy0WwKMDWZ-JKEL_X1T21,60,71J0CKjbl4G3honKATakeXAJF9M0OadbhOSrUa5O9nQDNfs4jq6nuK-bF11meq17pd3g8D-qcn9_1w
1511,MASTER,lvPCHnmMxaZQofkSY_DhyIjFwssVJHiu1NAEjTwEhLCmMGw,lubenweiniubi,54,982,930,False,False,False,False,b_CKEkFFtjDgcSiY_16hcIfukSRKz7Y--2w7bev-zeNMQH_J-r5nCiDm,212,MTekHUoxJA1cLzGYFZGsbzC4S3dMP7UaoGMws3vgI63_negeCQImAwoQmT7dI9VP8pXqgRK1k_0eIw
1512,MASTER,J4401ouSxMib8mHFNMdZfO5B4psZKuOY4HVqbag0wd4C9g,Incarceration,0,87,65,False,False,True,False,kt9eZNdsttITCzARJQsdnhL-7PNCWDpE32_W4FSTJxHZBWg,369,w2Rk9rnlNm_mu9II80cVhvOGYzwKsUr0PCz4a9eWHJQmHUekRFVcE8gDDsymCBn6R89ax-VxY0T0CQ
1513,MASTER,B9WhyoCVt-MJv2yVgivk_3ce_GTDaDcFdOjmrDm6GQmP,Cabelo182,123,227,187,False,False,False,False,xMOgSfB74YJ_8I0nliXjQkTH-bVkc9hipmKzI5s-IMg,151,2AtywajOx4xPFs4Cn1ZYGVK8Uq8uDr1n6uFtkFHEBKwAGOCYZ9gEuGpYBQhVF8i4rrLA1YUnI2WRNw
1514,MASTER,0ZLO1xkRF2uyBk80uw8piKU3LKziemwhWS8obFfYT9GrQw,Emerok,273,459,423,False,False,False,False,Veq-OK3wy59iXRGPRH-lJzrNzTibmkObC-O_DmqPneFMvS8,266,k1UjJWDn3HAG1n9wwC87xX9-LIHM81DXdoPO89Zkx8oOjF4vPimklhzal6sKGAQfXM6lqecZzoncfQ
1515,MASTER,QWkqFOvw2G7-IiUTwSQqswn1QqD8TcRJyTMhU_gtdZ-a5x0,Slush Puppy,0,342,260,False,False,False,False,21eEEp2G0PIR-e5EhsJCV0Pm7cBKORateGp4jVu9wOh30z8,78,gthCnjkXiLczedEVmapjCCeh_ip36KepvBmU-d9H74TECYzbKDRrR3ZQzh6zxxD3_TH6YXbDxBEOVw
1516,MASTER,R_pf2FbSl0_VWytqUSGQPrcnPEPvd7cdyfoaDEVf7lPjx8Q,10 oque bebe,97,332,328,True,False,False,False,g7W4Go8idTf7vUUKXhPNTJMVwwqsISwoIxB5RTDL1im5Ynw,429,cMFc3aHJrVO-SS0xuK_bWm59Hqor4gyOTq6OFblkR-s2KDAuLsXt9-wIBEFtD0IYMRYJqHsPIhQnoA
1517,MASTER,jE-47rZ5NmokoFPBFWAzJAQtCGpRlDTmtLJaV40-Mu9G,nhomaak,17,448,443,False,False,False,False,umIXpxu1QUSpx2hZUYE7lGRUwpU2CpeTmcGvwiuHqeY,467,TS3uuyGqsFnzJr9PtFAmKBtwmrTnh9_G7wYOxv6tKy6LRR1-1twhoQKe84JLXLWefSaq4WO8irkWwQ
1518,MASTER,EEZgb1B-k_JExuKQWgq0ektFdOWu4iC2fcDst9D5GEViEQ,BIXO DA UFABC,54,454,411,False,False,False,False,Q10FWGbFigreeWCqY49erif77EHzrVvvfe8pBnk5SYuJj34,208,43h6d_ThRdud4xqTYnOUd8y8_1mb2lTwCDNn_XGq1My8GHuQ6pItAoL5C9p1l44rAGQZ41rKHszX6A
1519,MASTER,-L8qauDk7kA1ckzATeR37I97oUIUxRm1oZuXR6yCvAhi,macumbardo,17,337,299,False,False,True,False,Jh1_15IPAyxPLNcnbQk57FvhgtyI2MPpJu9qEK3jwfc,189,Q3cP6GD8HJ22QrtFky3HPdfiJrtuRYmJPmNG2nKneCDlZA4OSiqtsRQZ_ACElseRjokqr8od_z5KHQ
1520,MASTER,2HCVr22BMrAjc02IRyDG9rq351LA8N-vAWJu7rUYMCI-1To,nurinha,162,207,147,False,False,False,False,Fm0V_CpTIF7mJq26sVxZf_b5W3D9YcQLdcevo9NV4u1qzeIGBnLpXK32,121,tBzowsPmSyOpIVD1BZv6Kk8dfTW3Gz04GzLaYFLEnURVx6x05BYNeOqrVnSaVnLmMAIsjlj0ZWD01g
1521,MASTER,tOxgymAgGEVF7f_9PZMArzRMW92_Rg-VbbkTwfx-sMuIs2A,sherwis,224,195,121,False,False,False,True,kdYhq6Dj9SmVNHSaMC4HhKxhIq-kURB0u9_l2Cak8Yuk0ma1jO0c-NZA,124,b-IypI3TLC3XPbHS6ua7yMOHkuDHrLMsopn1Q2tuy8l4PKGgM0-N1nP-q9IwQS--XzEouoWxQ_2K-Q
1522,MASTER,8SOyGEjFD6oWeDt9mTuPFza6N1aBHIF4P7MaRxeAUbD7fw,xTrickster,64,305,292,False,False,False,False,Gp1PFlA31ytD2Zn9KUHk1uej2TnrvndM_J5CqQAATLFP6u4,290,XZ5NPcGTZWPob_JLtffvBkSl8Nwux_wR3DKAEpx60fJ9r1mxxrra35faQIqM8l_YyqrduXbSVlQgvA
1523,MASTER,1Ovwmdvak5MKAT08VIwM1fpcD3ktVxSI5tqb8DrC7op6Jkg,Little Ancrath,232,130,68,False,False,False,False,DIRjXm14GHdNfxBPnnCDEiBPBKQT7glkWV3lJQORi6Hv7IbQ6CDDS5KN,45,GvgvWvJhgL056Rle5MDLkEhmno6IVSd8uoVLfegGJrtaeykXLCJJB7G1n6UVP9PXQ2BlQDW7npqpBA
1524,MASTER,b_HQ8DFO0PJyJ1vMUUDFUzjoGaDfLxzzGcQrezSG-scEhQ,Clocky,78,335,310,False,False,True,False,nq6NcaUK_THnYo6MWhsHww1mJGfPsVis9v2ZOX5-ScWXp_Q,459,Ju-WHZhwOPXnO0ELyEBEpMykChqQQuSksCxpqq-bRrG73o0VlmAnR83ZIcrboQYRsGoOsibkvW4Sng
1525,MASTER,P0WvotvJ19RMI7T4B8940m5YwWb-RPjIX8tEhCQOw-o4,NiT Cesar,66,354,324,False,False,False,False,E-DQAA4xhsQHRv_fyleQ_zTJ-BOCX1FyWmufIxeWn2k,288,uMSRivA231x8bQavanRZ2ENgdAYmu8AZKe5YE0sQmq-TirTrC8O0SCJm_bQPOroP8Fvy8g1GidV7Lw
1526,MASTER,CEFAWnNeJRl1555TufoNWRnxhXiBabht2l4SpYvBUgjEQw,Theus Gamer,59,458,421,False,False,True,True,xylWgQGiCAoi7NuZ4SaVnerun-FmXOYOqz9i-BIA3cdXesQ,398,GW0q3jqNkYfkYSiky5b0AG8CMiTWZo84mIs0fBBDFBsDjR7158JbJQmIROcuedLjC2CjIJvpGkzK3A
1527,MASTER,SDdWoOxYc6zBkQkE5621BRYHLEcRt5VSHJjjkeHuEDi9c-0,fuccboe,0,267,210,False,False,True,False,GXItKzKzkpC_f31ek9ixMM68g_JUns-ZZTgJUqz6eMBkedRvs5IDN_hi,87,HiI2humKjzJPcbJYs29N_PtpyHEriBa02a3NisCq8hF3CJA0SOJ1rvpuIB9AHsQW7c5Op0lc6OWBjg
1528,MASTER,8f5XFBM1s0BFtCPUE_g4F7x5w85yLG7WXBAwoDMoyzGacA,Tudo no Sigiloo,32,173,97,False,False,False,False,41CQvqbzBuqlmH9eSKRu5KWhSbRH35ovRuOSGIJBKwRDXWk,57,e41XJJiXzT3ZDqmFFLEQ3aiU_XQEJm8cAHVcfWgLtWVNL32va9Tpnku8RMgeKxxzZwFZcLwLlji1BA
1529,MASTER,LXTP5hU6l1_dL0Fs_Qs5r69wJRVjoyaEjJiG3DToW7E-0g,garykong,21,445,424,False,False,True,False,J-X-kZtQ7aBtbAg0zPGFHRLoHIR44BfzeeJt9RQLWqdZ6_Y,226,N4hc2YZ2z177Wt3Zz-HfUvqzufN8QycE4MwSEZESSMmYydgu5FH0SSjvvIxgz7T8rGtS_or6qZ_ULA
1530,MASTER,Rp2Wb6qAiNpt_4vcsavVegtgGVWktNDWeZql9kmh-ua_gmo,abc123,0,112,73,False,False,True,False,zEbU3ffyL_u3a2R4yp984OLnuEwJ0EMjXt_oVsQ5w8iBsWgtUNALnCdM,43,eubhEkVp4p3o4OyUpPJ9pIEQavoW5clkj1bvS9LZlS4i9oJgyBxPI1jwtaj-hEPgAYpWU5tmP215yA
1531,MASTER,ZkR5erikfyvDoVEI0cL3Hdn0fNVYUduTAtWFoHhMb00Q,bolachafandangos,34,655,632,False,False,False,False,de9L_nGV2ndsOxc9AvCkKhXN8R4uV5e3eBYTsGhx8OQ,426,-R-8vEXVOJckGVuaU284xviManfxOFYLQvbb-GgeLiH2UfEGXYR-lH1echzEyfydEMAyL9IFFwiO1w
1532,MASTER,4lVb7aZ2yl1dq7ZkbtyYgWaV3z4J-YZYMAeM4d-Nh-VjvA,Yuirozu,42,136,97,False,False,False,False,P3CiIy50UuxCQXDqRPFDIHxapHL86Ybwn549yRvnSOXLJHw,325,mhZx726Wk1kwSgzUMVpsVclsu5GSsCz4kLif1SQ7Lkm5VPTKZAMT-ZYNokrWWJfdYKbkUX6yBvc0ig
1533,MASTER,tbqMQjJNN38FgQiodvZwkeyiAR6mZMQ7BKiLXEyOaZWRNn4,Vagabundocosmico,39,580,545,False,False,True,False,LS-9AuMeR6x2Rpn4O5zN7BDI6Vqx6y2X6LtpN1wL9KDyNS3EHu-KQCG3,147,x0m7cGHKD_WGLBQiaCQb192DPJ3NfPY9AERAD1DCZRxKYmIq2bfYKwScM7bHmLR8ZCSBSwXYI36lyw
1534,MASTER,mWO7YLWvI2JoF00akt3DUXwIOdgP9ARgnFRbxSDMhKRQuz0,cuckmyteia,81,108,54,False,False,False,False,tkrYWORisRUV5TRwa4xZfqBlGHvZyouxOZIchgQib5w8CV8,106,-BNuazfigIIyX6uwtej8OR-j44Y4W9qpC59vdm1YGXmQIFPNuj9EOqOuNLD61Umi2gqOQs5HGT2N7g
1535,MASTER,dZXSEmPKgVoegmRCGpQ-DMwqpiLv26tio-_ORnWLc42UBw,Melhor do Prédio,192,347,332,False,False,False,False,KLbj9Z0B0FU8ZeSQJ12Cqv0aZgy-YOMAUfRivBbZc-nTNYA,243,-hJhnvEXMKH742L1p8pBryAVlDQDd4Cogxj64o3Y5TgVGO1sXvw-xUJaM3hwInChKf6wzZf-ZpvyZQ
1536,MASTER,QQAr2XGX3hSegZnhM20sJCyppLG8JbPwFfDVvrJqjkKi7Q,Freedon,181,354,349,False,False,False,False,ayhJM_6OiRsGU35BHtNFL4THi1oWH1Cl-cjfrqOiSm-keaA,367,YVB6iUkZuiKepqmE1DrM66ylu0SpUcTF1TbNpNhO-wVR8VaNFIGd8khnTKbaMQz0qdE78Cm7LSwijQ
1537,MASTER,ODEUBgOtxdbyRZ9YfUCMuEbsi4y1xwls6ifcrMvYDnFXExw,Pool Party Ahri,248,379,363,False,False,False,False,FLl9UCiFTbh9VPW6deh_WrlqUJJ2ZbCRvYgBGuqdTM3BYlQ,334,Ohghgut9yi4oUNeoKmvGvSA02x_lLkTdPlpEJfADYWkSUPl-K7c9PALMpHmpvVP3j0byRUQv1qGC9Q
1538,MASTER,eZHEWrABwGhnQCt7sRy8yEOqVRewYEdugh_mIYNHUN4i,EPLuks,0,881,879,False,False,True,False,mjYsabraQHh_K4uUoCVRzUrkoJw5XNkrhHyZxLEOV0s,447,BcEwMKfXojCH-6UA6crgqOq0lTZN4u6ZQ4JjS0x_-bCmsGxe7Fz3UbvnlWeFygNVfZtaK81OHw9snQ
