,tier,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak,accountId,summonerLevel,puuid
244,DIAMONDII,oGpJNvPukrQVtDvx-wytdbhkoBLkILZDZiQl_1J0RtVpsGA,still got time,64,121,109,False,False,False,False,GurXjqgkt8PxGsSU4PHzpcD7stiM_BmurS4scnnm8aWVOBk,290,kVBODvY2ZJhXIbBZbHXgQw4BOiQdWvlIbM6iOGA1kM-5JJOH8mAu4zhtahuT5yhfXpUy3f1YZGQ8Pw
245,DIAMONDII,stPQkr4uYEngId_cMU8eH1M4JBsl4jA8gIh3l05jR85JkxY,DOUTOR RATÃO,63,289,249,False,False,False,False,1EFmRlb3R36Fn5nYFRBE-EiAhZGk_Km8DqcIR28eukShosY,453,-9e5709e8kp7R_SLiDgoi4azorpUDI5aTG9Fjl5saoGTdMmAHB8S0hyrNeLb-eyu6vqJhy5zgFbXhA
246,DIAMONDII,f5EnEFjl0-jOZn0jLZS61pHhIF2ZaSDpqFz0873f8aBqhcs,Darkong,56,71,76,False,False,False,False,1E0yYWiiVVzmdDqClyjIodT69bfsnB9mtQGd1mqGDPBY8kU,311,-EwfVcObieOocGp1YdHx6CsZv02JCSItAsWIyrmjO7HnvEJext4A3ST2x-Y3jr9kWceP3y6nEnSV9g
247,DIAMONDII,0zysEc56Jpo1PFX9nAmMYIXdA3Ugfo2P1PILqS3wlkUkQuI,Arcanum,18,115,94,False,False,False,False,cFV511How_MTt2l-O_CoIWRkhkmu47z8-Df4V4AAtrDdYLA,231,PT4FiLwuCd9PvLmwp0Su5gir0bgS7xfbdMF9mL3BR4OguzT1OS7yaNlnSRoyEoMHlfRXdKN02EsZKw
248,DIAMONDII,eNii2bkd8F-0NasFBa_uTJLzy8xc39LirLUMCpAEiYnAmMA,Imortaligao,5,177,188,False,False,False,False,evEfq9FltKZkcdHpf_d2JzduUq6BBqXZ6lEPR1I2GxfUg7E,218,6y0MIJsegdFEUP1WNCJL3QykQ21KDaMbPljsfTZ7cA2YiL0yCS9X8agVJ1ulV94OB8vgbZ3yEUILCQ
249,DIAMONDII,_EoLTQGbt1UBxajBiDE0dGbIohy-agCdWr6AgcqlIp_YEnc,kakeru akemi,25,343,331,False,False,False,False,6wxef7b2BN9csECvkOFktmC28IKZ4r1ABotJkGPOlgjsmPo,212,lGsmi6QxMlwN8p0mbwtrpwgrp645by7rgAMydsHUQQOSFdvB1bpMd5vLb95f-6BjuZdHN0r9WCs_2Q
250,DIAMONDII,rdCB5ciCHLdoJvaGYtXG8wuLF3nBIb3mpWYHcxemS42RY_E,Nerugigante,31,90,85,False,False,False,False,N0dbOCLir7yDix8Z0M_cbtjueMq1G8BexoeTfAMfSh8-tfM,187,_tHPjiQpHoUpkcNRiYzCZNoODbd6HyuPfB-k07ymNdKFhpofmeYQuEl6Hq3dKu_ts6pFlZR3WqJAEQ
252,DIAMONDII,eOqHqGu0fCqrn64mqoFwAQUcMyOtZWxWUYxbaR37qHxlHeY,Nelson o Gorila,48,372,356,False,False,False,False,NmJU6qagvK4gYhxjxhhuZAxrLxzwYlKh9ZOJyb-2CQLGebs,294,hHCbHfB9wiwp7jdN98RQZjIX1bl__TR8QHGmrFDEn34pr6H0ceRIvO1C2pXolb_6jVsJQI_nC6gLAQ
254,DIAMONDII,FDmYocVvp55xGVUN6G_2C8zi-M1eZWuc2Y6A877vSOle-bc,Incendiar,23,143,130,False,False,False,False,lSNiD485ojRA56i1dEvx78FyVPvHzMdCHA_0e2-9cEcWseo,509,LE0kvXYw7dzkJ3Ipoui24MoIdCyHBVes45f5cN8d7W9473xYB21kSYVAeZmz32oLYc_IkJmRvRx4-w
255,DIAMONDII,gIKfYHtYEcwkRObB-LXt0JFkwvFcD2XvRKOVC29ZgV5C2Kk,Lampião de Oma,32,74,48,False,False,False,True,59jdpjD9BGgsnzX54srOuNSBcJ2rzICGYsUMQ68gSqd9-_Y,134,nyt5DQixD2euxzF3vGs0Evn1V8O7bxhMBXH0ffaw3O3BFBfmghvCBdZsPboR2vA6ZmDZ9A63KFlAzw
256,DIAMONDII,btap7J8HxIo6OdE2inxaHHbwgL1UNRdnYxSud6kuRndMt4Q,iPATOOO,89,281,214,False,False,False,False,Dgsa6pK_xaZGJQHhhlL7cWrtuUQ8o-fYmrb5i1igi6msuIA,156,soEVkdxS0xDaMWH2NpEI8AKVEpbr2EArrvuLauASKjvyM8qHHqzmpskqMVWi94X67pqxDL2-11oGXw
257,DIAMONDII,tboiUakPxdkHd9If-xtkrhlY1OJJGGVmLuR0IC0eNXybLvE,Lukz1nNn,27,352,357,False,False,False,False,BQ6T02fd6PzYCwX9i7eTKZjvu6lyd3eWJq-Wexn7hrlLFeE,480,I0ZTxl7z-m3obY7OeLGKc61zhR10ed_p5FxScbVkW0eEqhssBEvNqm5OU68ybJ4Z1q9inkOry29SCA
258,DIAMONDII,OaqbfpyM4USmTL2PnxqxjYpOkFAsLby5QJ9RQkzYI8QvIt0,thinkin bout you,25,51,47,False,False,False,True,6xbr4gibKe4C7QRAXxRPkeBYEoS_mFnlq3moXoN24OzpH1Y,136,zftPMpE9QF2G0MfZK2J77z-HI95fpZWbT7Tk0au2tfE40QUccCRpGoKR5XZrG4BYE47VE4F07ShKcQ
259,DIAMONDII,mFzF5qgGN4Eijvpa6A04TwVSRyqy4qrMtmfQ38i4uUcgwYQ,Gekigami,0,96,88,False,False,False,False,imueCbJ0jLe2Ew2IQRacBwdgUply_7M9BjdmSq7PyH2c_Bs,316,TkzRYfGIug-leEvNkRPFrOdE4VskVgg6qNulgH_ReGoGMvsiYImXnVgg4TpzZqu3Fq-zgne9h0A_bQ
260,DIAMONDII,YdrOZolwI6VeP9dYNPXd80xmPWi_v1t0ZlPcv3wXn0Y-dDU,zJojot,18,341,324,False,False,False,False,jfGfk6bTom4_PuHpap2jRKUoIroQVkDga_s-DKyudTNcioo,288,GfXq-v3CJQB-F-UDwJw08zyf3bBBTeqBPaRq0EtS6rfRXmfJlgydwJ6RfugnGXmWsPyNQmJBxIodhA
261,DIAMONDII,g6uisY8UYEIrykGelqYl-wegkJcA3mqJv-hHOYK_VoE3gZU,oCinéfilo,26,331,305,False,False,False,False,hKznjwFOunQK8MZiNOQBu52ksUQ3N_Kfv01ASEbM0mxUagw,216,IrGGhbrtF6C057-N2PUc_NmtSjtAAj8jppcftr0l4actSuBstDCNgA8-HYffHcmxNkKVOJ0lL3RYcQ
262,DIAMONDII,mufZzebK8CI0fk--co3wDzsana3OoaONfJ4ZazuwyBpPFOg,Mono Bardo,45,405,352,False,False,False,False,Mo-BT3TFS4CSgmjVxnN5QCRrLBMHY1sjvnNu8ez3BYnECHY,213,x8NX3TwRRU0RBbxhkN8cewXCEpV51JnnuWK9ytWOnGGcalGDWP3Szv05ZIeRbEEvu1nxm4TyJ1Wu-w
263,DIAMONDII,pgEeyFxHNMAO9BYcHGNXbHI5Esu0mIVjXdXRPznQUGNOWk0,Tokkai,100,535,513,False,False,True,False,F0V7bRAaFik4qxNw5gT-d2boxTnMc-HsXqx8bZsTb077j1E,315,gAakxwHSrumCp7j5n_Cib-VwmAqmU0-6119uXHDqZBdEDTIrNyLbLlzWOlvvtQQb0Yd3r4MX7iKqdQ
264,DIAMONDII,Sv6acYv5qwKrPO5iSdLts_4CMwJdE_cPFbJfSAGFGfHQiYI,Tio Biila,41,142,55,False,False,False,False,SQerHM3kgkf-V5nuRsEPGxc9oKEe1a8HCfxoWhyRTVCHq8k,92,JuZYznuiSXcZaabM6FSICW69zSLZgeMlFlAiDlaVZnkUsjy4ZSoUZTfaF_9f-ehxPQ9jgSZcNgQBRA
265,DIAMONDII,lP5DGph0xAO3bfUYRNGSkWNBPF4hHhHdpCwa4zFabJvRpLo,Koala Criminoso ,6,114,70,False,False,False,False,AUgFfm2x7bmIhtmnGCafT-9425CI73DjWP4pAVkBWYAd9dI,83,Gb3_VLSghnIKhq5K9hwlvxBTtD0lAUk_juNTzdNokaE9E3yn58tMNMZVj5JkV2Ika0lTCtZY68qV5Q
266,DIAMONDII,9O-iBXNPM2JhoxM9Kuwam8rgedHYhlVbpfsostIMTHyaxTg,Twtwich,22,66,65,False,False,False,False,Umg-0ny1hKxo3qfz5luyX-H6BfSfZMFPzbrUxGo3AO_-g1s,88,b6RnRoog2vdhkk0sjpTLSv0MTQfU8_Hey99eT8YfWjPX8gjVkyDAvlPhxzgqP1JtkQGhd3YxYN1y8w
267,DIAMONDII,p4XH8azbdEKQCyXLJSIn2AkacHIiLKBc2EKBpo3fhVEn6Kg,julyo o pequeno,75,335,337,False,False,False,False,bPbVBW2-pIf66-mALVNAC1xjsFcvsyWbOI2YYl5I3F5pqnQ,293,JVOiIeMaNdDW7ELBZ_jYTcuDediykfF0cgCPybwP1MPJZOwCIZKOfiMtJ3FALQiO87Gwv1vXmvaR1A
268,DIAMONDII,APcEXkvB10LFpzSSMKXhxRflHpsi3Fvh7FpdSyX1Z6Ur_3I,Meliodaas,0,67,43,False,False,False,True,jhhisNyEsDcLGRjmO1dQy8h2tu5rrn93KGIfUOTACmt4kJE,288,LSH4vFgvwYdSHAJpk8a-thKwqhFwdXcqgHrkU6FbAXhNcNndxNlt-pDjTJZtpn6t7ccywNzClGeQmw
269,DIAMONDII,zxSmUaG75Cy8klNi8IaihUbRGofet3BUIM9fE583x7CemAo,     DANDER,46,283,264,False,False,False,False,aMJBI2y6X1GTl7KHgL0-QxTlymPJ-Oe_RDtKCf_dMQRw4-s,193,SbFWnKAHaXICKBZTv36cZB_yoxeNCCJnguSgH72C1uZlo-U6XimASNk225tbFy7ty5ezecVkUn1REA
270,DIAMONDII,YhT_xjxv-V1pav7KnzZ7ZFc33W0uj2AHOMyQ3eH8n6bBr88,Nizzrenrub,75,163,132,False,False,False,False,Gk6e4bkUc5tJqgmuj-_ycBKE7EUhij6wf8M1o-3oqF6izeQ,199,B1B3uGGTRSrqQeBiJz7B7ZxgwaDo19Tto3mFuTwXbhjyq_TReK4KZB0MeihohMvpBAqUyunb6icwBA
271,DIAMONDII,yNXRM6aL183iofqgly1yX8ISM2fmqImeLi0ffxVfJxAdxHE,KuromaPlayer,0,488,440,False,False,False,False,NPo1DPZ-YcfTjaJysZoP8svV7pYZZm8hsVsdoVRd2f5qrjU,211,VVdZrR23J_MWKmksHUgm9Z1qo6-VLKLoDckp7NjHihxUNtafKMVwwdIw20NjfejBO91s5PLq_zkD6Q
272,DIAMONDII,hHQQSVsFzO3eptcxhn2rDRzyLwzU62h1E_E6jvFs5fb1uJE,Celso,0,194,166,False,False,False,False,sO59A0n28W-YMVEjMSKKE5MCfObFmMxFZ76nVPgI1BewJGY,123,J95MGSeCtR7TedEqMl6HCwSoEYDw6auHPF2bc_j-bXD33gfRYAFfpOxsXgmvluXnqLrsAtrIQBXeeA
273,DIAMONDII,VMvpcxHQRCvj7uZhL1yGrLdMkaFj2b3_16kdpapLAjtSFZc,KiritoSinx,0,85,69,False,False,False,True,HYhQhLBdhfDIYTTziK80mCOIVRhp0OFfgD1rI3O9VxBjBHE,209,o7erS9sVFGy1uRzxaKwhw_7rBjDDOe3B7sB_tKHsoMblhir_sNM4QaDP5XR5itqVLOxLQ6EoidiU2A
274,DIAMONDII,kAxuUXvBu3-wofPudaVtYXbRU55ynUzjFb-IRwCtW1c8jRs,Fallen Wizzard,0,70,44,False,False,False,True,ajvlOuAUUzW3Wbmlhh0099XUQ3Q3zW7T8GCzC6pQQBTqNPs,378,rInIRyHAjJdV65Be9LQOYPYbm9COuCS8dIqt0b8qrn9rufYr1Azv9qYKIzlXpSWbym_ksZ5F4bRFww
275,DIAMONDII,jLdd-uUYs1-GFNUyUUC0XeJi5fRVUpJHKMl92kglNBiRv0o,vayne desu,24,221,204,False,False,False,False,Sfc1YRB2j8dNT0T_vEJRBB01ejXriH3N8GbAxSRcm3rAxfA,235,eF3412IoBbHhhhnONbdoPrTwUnVDvd2yCpvRDoyBzy1vV3OLFw0G-GLsPm1gSonBNLrOXcPjQzMnWw
276,DIAMONDII,kOSf3vv7AW4EHb9B-hDosYo255uK58BLm-18H9AWhX_8dZQ,Janitor,78,689,663,False,False,False,False,NE6fI8I5YEjnCK6J92NmVSYG5SN6oxIHPRrHHZjTn3EVjKo,349,jUzCMcWl_DGUj7dp8pMiL-QIbHrFvo-PoTUpq5EwQqd4q-09tKlL9Xtv7rtmIU_VvrBV6n4stfRy4Q
277,DIAMONDII,RKRsvo6bT9lQiR6BdqeLBz6LRcC9K8IXKcH6fu7p44LBNvE,Jokeymin,0,99,74,False,False,False,False,0186e-T_cOF0L7rpIgORHcfj6GEXCF-dcPBBhpvTdWwdg8U,151,Kex4FVQTqmKl_pXNcB37rNk9ZUo9k4XThIYm8XZGkgxK8K0WRBaFaJkI8cHohzzWFS9swKoymfky7w
278,DIAMONDII,3XtoOjn0xeJe_r_ZaVLmpYj6b1qUh79kuJB7uMesibsIXik,blank zakku,0,519,478,False,False,False,False,UvasXuS1g6p8dBlxFR7jLAcJzKY5CwulrjgCixNm9H4D8UQ,324,pHAYoDP9m70gEgYSfDk1BZveQttSf5NMc3gSnztNmPrtj3FyIJqDWvLkzFxTYXEmiVQxBzi8oFFMqA
279,DIAMONDII,nT72KkNa0SG3jJqJK945uz-SUDamPHN-mHwyikh1RlleqnU,Sotouke,0,246,235,False,False,False,False,yZAJGaNOOZxhBTVsDGDG2GN2Ctg-ULdsjAaWa6T9zXz45TA,359,RgyyeYVREQH8NVhpiG6AAFhsAnnvgoiDR9KurytZMIhT5Zx1oI1Zli0Sb73hC65Ycd8Rve661Q_qbQ
280,DIAMONDII,mpoFcrqPD70AAXkSW8Kt5sadbNxo_0EtGbn-lNQZis2qpSc,WFT Predätor,26,325,267,False,False,False,False,SxjLZWNTy2RCBipXqF5-QE-lYs9_3ICFRWhPAXDsrELIHro,395,P89E8TwS8i1ixfSEM2QbDdoetJCEIlTXlRdPzTSbew0bt_x8c1ObIluipfNY1sliI6Hqle64K6mesQ
281,DIAMONDII,u-fr_0Z54WWp0_lesNCUln1rsU798Cd2kSfEquzD8chp2Q,Toujou Nozomi,0,235,223,False,False,False,False,leShwpSDpt5mnN7s_WPZGRlEJj1re8PXkKFNOLVqVhc,400,OyQWLg6oyaNd-8TXMPoXLZqvHB4y8f_ajQTuaGuJp7CwDZxTWVigmkfK_XeQeixSUElevO6KVZ1JkA
282,DIAMONDII,cEUxGgtAgYoWJHRpiHvMOGWHXuiqDu1JkIH1Qjg_9BQYzg,Buulacha,0,129,125,False,False,False,False,_4p_6JRUeIOI4nMS47NZycQ4cSZWKyIugOCf12QwxHA,250,Ghj6QNP95oBRGhvX8Q8MLH8nmP3Cp4O4vO2ddQiqTeHuEfHJ7tf8TCZf3GvUKNQZdjAdDnEJ8myZeA
283,DIAMONDII,ylntaNVjlUyrWxibTf1pVWHCBBcoh_T6QhWFsgd0JGGKfg,Isaac O Lerdo,71,827,846,False,False,False,False,w7mvqMuFXq4uD1sB_1J1lbdm1ycD_aEbIpm0HYPnDtI,313,PmUSZHmRVwZUOL8gh82Uj6McB7azk-pQQdpgcgjyXGvgsS4GUsf2NhoEjAxsut1kXrX7I54pF9-J0g
284,DIAMONDII,fDOsjXVcEEn4ofbmNPwDPWJUuF70kGIGcmVDZTrYUX9ne5w,Zulema Zahri ,43,479,444,False,False,False,False,KFgdoQBZNP2Gh-hD7uf3D7SGcKmwrzaAmPzcLSt00dfSbRs,283,5r8NysjsKzaAGwrZaD3lm3zAeqP8HfeZ97jybCAVzM8_CkGjcsh5HBlMi8KVlsTu5Uszu6BoN0A-ng
285,DIAMONDII,XIt8nDDZemHzZbt8SDS_St-4KL8TFWazUDtOhl8kp6z29g,Icaco,28,77,65,False,False,False,False,HRxTRUVRmZc0qxpd4kqETx3qe8dweoQTQrwwewsNjBE,83,foKYb-Inu_LscSxu4NDfcl7wzP6rasOhOlZ1LtI9Mf4tWoJyVAjVVHDZ-9RIgrFudeVwFrRxODYUeA
286,DIAMONDII,J_yY7Q46-Von_3lXb_y6ml8uoORthP-U9sf6PnvYxr2dLxQ,andinhu,34,98,77,False,False,False,False,-sOIggIC0Ia5bPmkR6lK-BVrmrlRUIhKJU_q5h77X8c4_TQ,250,iTJPzdbK6Wr35qFfhAvNatKjDnTtzGSE4orN6QSid67dc8hNHcBcwahbquYeGzm3wrpRLnWzSXdjYQ
287,DIAMONDII,4B5kgparx8HVq2larp3w3J1UmglBLf-QksVq_As8Z_QLcW4,Cocôyo,18,108,69,False,False,False,False,2Bwaq3jC_VkfuXx0BFccLE0x2CuXvPYOBBfWJF_0k_bwZ9U,65,l0IMe4cgNYogFl0B3rJCwoiGu2003aMrcJLrrRqxNFV799KqaYiZi4pz6O9O8tZxrmA626cE6HCodA
288,DIAMONDII,y694IPNndu68kLVNbrcQ7_IgeJoJ2oJ_PVX62GWgX5Wgyg0,mvb,53,205,183,False,False,False,False,HF4BF8oCP_lRv4FVACNYdPM9O5KpzAMj7Pdb9t2dVZxw7r0,117,iFugigxtoRRzb0rd9Nmg_nodvdMbL4Lp9JrxGDOguQjsSwVkvCRofS3ybOyLXdzEYu_YcIot_vYiBA
289,DIAMONDII,Hbk-JyYlkONvQclyELn1FQI0aKQPtBGAPVacXBLJGKzl71Q,Korsh,0,421,376,False,False,False,False,IHFX-1C9Yzuin6vXRWtHWo64yLElnNOJoa0SMwHGeeLEzZ4,135,4hTUbCuqr3ajWFURpRxao6UD40WHDmYcSNa2ElaWB0kdorpkbZok8JCQeWjY0PZ9J-3CSXvbIPTv_w
290,DIAMONDII,QlWIm15wDX4ztPmzTra29SV8Qryuh1ufc0PocsFgETwnRc0,Gon Soku,33,108,93,False,False,False,False,thrvU4rwQIx-zvHJh2Q4Y3eW35XLzLAbzrTWMXQ18uVMyCQ,247,q6VJtxuWqVDmldLga2WWLZBlm6EIMomFteMxBIUfXBitAwbzqDOYORaGtAwhIzCqzbcYM8UxaD1V6A
291,DIAMONDII,wJYjiSR0io7hGhq5nQ5vIw6BdWxXv_tk9gCKqLQGFiX3pmU,Lohen,100,609,581,False,False,False,False,dMuMabct4-Ch5Mdto6ftRc7OzXiggjY_IJPz7sBYrVu-Aos,360,VEJft49zMUUMTfY4Atpi8TzQ4HF3QRIEaG-6MC5ykOwxceiRziEWLJKyLakraUaj7sxJyxeiu-Gunw
292,DIAMONDII,DMOCZGZ_NQD59u_DAQlEBGoI-bfeh1YeChZrenfZC_99SNQ,pinkside ddany,0,88,64,False,False,False,False,DnyOjjMbE3bp-xbknVqsf7ZfCN-wtz5FTEF8xIQdWu-XfBc,264,fnpWUYEApUMuLmYLQjuEdRR4uUB04UhFC685Mhwh3tS1eGQnZxs3KO3Zqtki4snYmdIxLeGQLYaExA
293,DIAMONDII,m8y43WVgB3C94sWaji7NelM9NIXYeUWm0DKVqgUcB39TWA,Jewish jojo,83,89,81,False,False,False,False,pB0IxcdO_Uf9qD-g6zQSFFjvFVkHRVKINmyLXs85MRA,188,HdyvOjc3aHFoz3bnMsNeusPXuSDusk7PnCVHKb-kZskiVwdEIMvsGeQqmpdAG79R9LGfGe9lJLyUcA
294,DIAMONDII,TyiiNE7SYdcPIA22lGwLnkh1Xd5-lmEDXoVK_FZBKJjQmQ,PAI PAI KID,38,111,99,False,False,False,False,hXjXbJ2d0M7vt08I8UPCKRpENFIRDpL-RryluufgpJI,230,iI8FeEvOVBvqJetykK-YKxs3WMdprDJAXy9j91h3RJIzclyYT74qE2Tx066qpr489Fzf7aDDh0m5jQ
295,DIAMONDII,P996r8qU0l2sA_cmL4ltPpL7BMVMTEliEzt6DfHIFds2qA,GARAGEM NELSON,75,203,183,False,False,False,False,vHZhxqTeOPP1HdIp7t_D_GStF-aNAEh54IZ3epx6eX0,142,dXuaOm9MUpDBUeaWgoUR5s_aVPga5VTZDg3e0Knnf6Zn__OXpitupuYD0BaW0Uo3cGufo4bND8Nr1g
296,DIAMONDII,OnsZy7zY-73bRWT0kGUJqGgCfqD346UTtIpSEFJwgSJmhQ,mid de itu ,57,206,186,False,False,False,False,zimnOU7sT719h_geARItlJeIgF_L_cnruV1tFUn9xz8,173,A-bbQLfm4Zme0DQuDGufBGtAMsEpHl3gAe92KG0nrBx1X5W3Yav5PuXMZDWK6C4UFKhVl5pLGqPSng
297,DIAMONDII,Yy1w1JpVaJeumekL3RUpMkt-TKd_K1OC4BkcDc56sqqB0w,squachu,25,61,48,False,False,False,False,bj9_IlLlVwwfkz5qGVlwHRFWbsDdtmGoBtYIi8GZZXw,114,ww9qEyVaX5Ury-iI9-xMTZJcU-8uYhukmkPxgj2olPLwpMdKJ0w3Kp93G_sPaEtoEXZKaS3wz3SYHw
298,DIAMONDII,l1xpWENYwkX44c7iTh_zz30KgCkJN9bKBmN-pQ_AniJ28A,SoloKillFriagem,38,133,108,False,False,False,False,l4o_0TgBCxVCLVTLbcmR2tRVPNm_qIda-r5ImD7iJXM,188,qedwicPyeERBeG_rDoALdJtTYcuDoYG89Kc_kw7z74JvDk49jMjWPK2-tIfl2u3yISkr2O8-I9EZhg
299,DIAMONDII,HrH1smlGNOyQpmKWewvU7lc9wo-kfifcEv3ONFnrY3k7Dw,ºDANTEº,75,197,190,False,False,False,False,LBvNJrRfWbexjbogZd8AAkEyorysdTe-S2tO3DDWP50,251,7cJ5QXddX5vpkI_-nr76G3Ti0LSsE2-sGZMG4S2tqfLn8Vgbntx8A_rSO41MkJmPvdUm1H-uBSKk7A
301,DIAMONDII,YcgHT7Zf_Rx2g11Hci2gX2XyIg8K86j-zIKe9evpTCH2CWI,SH bogov EN,0,138,91,False,False,False,False,7WZZq4_C60zEedzqS5sD7_eqyDsbw3Yc00B60EIw6eP51d4,190,W1F7mBM-Zf_XmWVLhmY9AldZqAjbBCBRX7bBwHRISRPeo0pMnyk01yaZjLQE-dopsnTOgrxZh7qvFQ
302,DIAMONDII,SNAN7MoR56gSNcW9IekPrz_31FKDcXjjoHoQGnYLUEjjzg,Jhotaro,2,205,184,False,False,False,False,fvdMeeoGWYMXVaO075qv-E5tQwxOgnwaYbOdEgg9Mb8,263,ieqEFCpWqswz8-s3IoooW2-uZM-2rh2GxJfmhofw8zxH3GuebYUWiATk412xQi__0-SV40f8vaJcuA
303,DIAMONDII,sbYNIXBlaxLhvRBizCn2152i_Kd4s9qOiBJiFsBMis4GAw,Mulher Motoca,26,302,294,False,False,False,False,ihMs2W15GXj8TtxTmwbmWrceS_2GwLki09yi-hiBCNU,216,UXntlolHcp4LQJZ1BIn2jNcRT6CwIXDybAwLRYy3ZZoTrrBIX_KAKmylFrlCqI_WKyTv7M6KTW1slg
304,DIAMONDII,e6cr1zxGztrOxVSuTzgQ09p2QLyL3q9xrl_bLTeQNjzBQg,erpidoss,0,152,95,False,False,False,False,ydNhIq5wubQwfer6Lru9WHi8u176RL8qiY3ori-1nXw,49,7r7WMw0qW-k8RNg7D7xF5pxA4J5Z4XlNcagNjtJ4wwCNAx02MDPiKNJehG9XF9hyd4mDCSA19p3q3w
305,DIAMONDII,SC7HAMciUD1In6W9XJXUektbQgxy3wuEzWJyTGo-ZDZQdw,linyin,63,97,89,False,False,False,False,s65DtDD4208oof9VzuugpuzTD07qwZZSXdCzMPe665Q,502,5Ip66mSqmkUZaTEVJga2euvYKbsRYofuGjzHNnQbCjcfTAplOwwYrq0IZawXayIIpmodGvBSFVejFw
306,DIAMONDII,Pclag9UPYPJgLH0I6B_O3DDqNZT_9ZTglvqBn1_hQGX0ls4,Astronauta1,8,116,92,False,False,False,False,svE__BxUuXQvddFfyYH8yaGoh4Op-vV-qVgzOtu-qP5kSrU,201,T2Qudm5UAIKE0F4Yu6CUNRsncNnqPU9EtEz411_HLSag6JhD1R2kS9WufKimNegAmhASwACRwqCTcw
307,DIAMONDII,tnSa_V93EORXzJs1Hf6EXFl-BmvcPnVneNh-lOlUBhC58w,SHAUNA PANDA,97,266,244,False,False,False,False,-dX8jacfKN1j2SldTylRNrExquDYdkmTOjXBvzVYV2B9,192,sTbrofvYoNWsPonQC9hVRHuBEAShyx1lWqLKtz8LXqENlV_cG8oyV3S6gAs2fOUqZoLhq7HM5DPxCQ
308,DIAMONDII,S69qKGnCev1wz3i4U2cLc0xeY2gcym1qba27pOI9Jx7v-w,CBA DO FUTURO,0,30,35,False,False,False,False,GQmBSRn4mzMewt1qGWGHs-RE1GStZBEtTpTqtoQgTZY,193,DgEQEj2UG-AHyijNJwm2DWyVw8Bvzi6ZVqrzD2KFuAOR2DpCT0VNkFaph3K9KkYPOFifTUFqmEFrpA
309,DIAMONDII,zcb7V6W8z5BqRcnJ4t5oXUWQQ-8C0wKhfk90DAjFUxyH9A,YHTC BNTS,21,281,233,False,False,False,False,uOvUQkCIpCgmwhztJb2D71mjAPd8dyo4o4l_iC3caiMT,81,fZ44osZ769Y8oGXcL_dlt_JOCYqPp5OL5JHRL-roB-x5e_LP2Cc-tSJXwDssRpQvTJEnWw1kXFZ8-Q
310,DIAMONDII,M2bEb5VkDU1-YS9BzG7ilXCcCrWZceHgLjdT6BAxy9wKyA,bboyodd,22,309,294,False,False,False,False,gEi2yfHp_2uDrU2VuFwE1LOyoA_Us04_3MfKYlZ5Ry1i,153,56pnfcLlL1ZBydhX20Mcts6uCuUKfvtdJhYnz2M6iEPTmvkc87Z8iTw3nbX2Wvur-MIYrrw6989gmg
311,DIAMONDII,tAJZkG0givDZuBkGV0uQ2LJbTTW5TBb9Ax4hJwWwjuF3vA,berenguejhonson,73,132,104,False,False,False,False,xR6jdsz03zquKjpCPxMdMLwSsfHZihf-VhrcL_3x93FK,164,JRvfeFeDZVMc7MZsqJ9Tj2MaS1ODUAVE40V_kWsBjQW4ElU9_01hRLMD8C6jGywRtQCAIkbplQ8QyQ
312,DIAMONDII,Gg-kD1IfqauB9sKmCqIt4uejTEZTM9vG0bZ7_ZLCJsbXi2c,Julio Cesar M,68,553,528,False,False,False,False,Lwl2kl9-8VTDt1A4DLXsKxPY0VNcqVqsjJ1UpCL2htaCXqM,269,mrm0XIsLUkXvGlDeCU7bsuu_42KjXrl1dQrEK8hf6VRfstH7a92wym4dEunrJOTwzmTTPbdTfaULGA
313,DIAMONDII,bjwwDhFHe364MzfWMOp6ArcendTrk1r36PZWYpckjuChFw,Zeal,57,167,157,False,False,False,False,87P3CLzRK7hPP70y3gNFWeb2lhpOAewszYPnYeLWaO8,442,9NR3kuhn60KfcMJUNxjyXbMBUeoTw7qcmlQRKs1IyplMiXiv0d59-GI7xpH_Ldp6FUDfabU3eQ05jA
314,DIAMONDII,QU6GfCEp6OOSI33i3Faux1CfQXg5JsfevVtMLqxHlUfkDA,Sïd,60,137,124,False,False,False,False,bya9LKg3eYh3osYf1PKuR7D-Kp6ZjuMlqCvi1kU7aY4,169,TJijnq2EB8Y9qO5slHEdTN4RlI5HgStxKjHI8N3e9OQmB4IUbKlVvIEgK-VIWXSnPnY6B6skmU5XPQ
315,DIAMONDII,k7KpxcygWl8_8g1YtYcc6iOjLQUzOEoLvy4CTS83wYhYlA,SKG Wyvern,75,156,140,False,False,False,False,_HzQ-8vF7P47sdvSo700QYDTOLrQ9R5gQa8YQb4fGknL,241,_ubQ-SPmG799QX5IZxTQxvKd9gni4FknQfEUSBaa2MlISCY3ldArreUyvPhj6d7hcdK6AAdT1D9SWQ
316,DIAMONDII,bwIIDcDDUvhbjpDSsrdHRnlDokOXfHlPZ9LoeWgaEel01w,Kampos,24,179,178,False,False,False,False,K-BENrdpfWB9bP8oWUZ0H8t8LHHn-HA06W4GW4r_vAZc,268,ygZHTJqVkVTjto462Jqxwi6PGpllUPBHlMm8OjoEtf9KXdXpT67iBZ33ZYxTxDc5G1iMS5nXkaoldw
