accountId,tier,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak,summonerLevel,puuid,win_rate
mPi2rpC8kFTXrdR2JYquPRY8vnmLKHcpILeK5vEgBmkxZ-A,DIAMONDIV,bSCxGcJMa-sX7LnvClrjRr2PLTDQDH_EUBMjISRIwhVx954,volta p mim isa,6,155,143,False,False,False,False,252,KEkAPSMfNR_5wSwDfwef_DpwcU6RCh5SdLNkvQj1lmQkI2pfCFNXSVgxMVoi6HCgh-Lhs-GLwxC_cw,0.5201342281879194
PuT6y-Wrn9z8poHCiHvWgzpVpJqslUf5Y31N0hkuMHwPNcM,DIAMONDIV,jGEsCDj4E1ZQx5oVg5z25DnFnnE4UUG1xNCFSYFIuX-SEj4,ÄTENTADO,0,99,111,False,False,False,False,191,LnKrGD-Bbq4JsESNyNRXMsIS2RXXxyM2X-d-WwUyQkuHabvtQB2etUOcy0XOf2RicNfCpd-FNHq8cA,0.4714285714285714
PeFdzxVwUkRDIjvQcPgTLtcVFaVKnkSLCa27xfDX9f1PFiY,DIAMONDIV,xDlAqH7TrgZUELSyytJGGiPRJhdosC9LwSwc_XNGJfrXit8,iDrews,12,127,109,False,False,False,False,229,pVcknjorFs0Q38KxZsZ9xrW1qGXUu1zJGIOvP8AnOjJnLYrz2lR5HK6RcMwkRA_d--FSnXsIWmW9gg,0.538135593220339
CWMrfWz0h-yKweK5Swl3epPKOF17YbSd_eUjF-bozYAe53Q,DIAMONDIV,hQG8WnUglOjoQyNmBe-rRzV-vwCDSUgwa69iql5ReGAZEmM,HeadZHunter,79,763,759,False,False,False,False,396,vd7ipdyyYHERdjM6suZ2oUQM-GzJaD2SdPDY0js5hi7Q5olfT9eu6yAtwddO4xx87AmvvCVp_nyCSQ,0.5013140604467805
2caTQ4hhciRq_8IkvpszDlyW2CHNVV0gkaicWWFelq7UHDo,DIAMONDIV,t9p5Of87tuxQvbpCyU3Cy5WOJt6dpFXuShrBKoIEClXaXO4,Alin II,15,173,160,False,False,False,False,325,ReQyKoumaAlc0sS6oGo-_uR4-yB_e72kPy8s2Q682qa7uyIWihYLugFJnOBfBulYcTTHDt3zUZh-hw,0.5195195195195195
UdNmdnKWZsmyOBAXJusD6UjVBjEt-f6XUD2k2zkn3k9DBD4,DIAMONDIV,QwcJ1mDYPGS8r-WPhkUsDbpUNllPTLiukj_ROgO4rP7-ZNY,maconheiro53,18,182,155,False,False,False,False,199,5a-guZtizFb9SZ8BIfSYlplzt_JwEc-wfRGqJb57m8d6kacv4Vucu_z8NrRv1rhtktneu832xj82YA,0.5400593471810089
IDP6uFgIUWyBxOf3IiF-0NdWEXjIFyidhXIU3pIyA7myuWc,DIAMONDIV,ALXko9NJ_h6e_aBr-7z3McgaYO6eFEGD_Ihu5q4S_rkjNhk,jonnhy tapia,18,277,280,False,False,False,False,320,SAYlDihKs3zVs3kKkdXv7igzkvphO8AG3KHg3EY_DGqbKoRpEWckG8L_PtB7d2mJvn0cmX9Uev9JNw,0.49730700179533216
3Fyt2FXoCg7x564LGpqw1-yQZQQEZo69BUtWdkB0xoeozs0,DIAMONDIV,8_3ZJTsM4xil5BLg0kmKR2KVGvUBlwaNyaiuE2lmCZOqUlM,Refrator,0,245,250,False,False,False,False,162,-Mwh8lYywwxAyyNo3VhK8-yqnKbSzBR_0svfgJWyNJS5pEHJLZaWijSKBkevgTIp5ffV3xXT5FDPDA,0.494949494949495
9G6ocY4qzqi6Z6E-IYgy3Phq_f3GMpCOSnWwYbg1tAsy9Io,DIAMONDIV,5PHB4tJUXqa8ctQrvoUrOR-1lpolkcDDdPE3sSq7rf-7vyc,GetOveerHere,74,269,271,False,False,False,False,182,hST0r7bsLADpqVQrQUukQCqcdbTx7glDrDBRvWtGNuBoZvjOyUzwF_auIBzuVS7g5Ks22SC7PQUN_Q,0.4981481481481482
jZJPuu-VcdqGEPH4MyRAGy4J6B1fxX6Hm9reZ0wj0cF_quM,DIAMONDIV,FhqhGnHV5Ae9Y4eQvJgcr8eA5jpMaQSRk0erhNhNSnA5nSg,BiilsRX,17,98,88,False,False,False,False,188,xKPaKRffjndCEqWdXVJWsZWWuqIpk2qU9nsyCQ-JA-usp13gmiGPo1TH4L-6UFkOXUVZ-f-RqdRmmw,0.5268817204301075
WievJwhLW-jbawRe3e7SYzgGfeTJ1CFmKh3HHtpgN9yR2nM,DIAMONDIV,WXLBEBUeeWPvxT0dzAOH6wJ8KTJ1m_zCALxZ5ksAgKoW4hk,WolfzZera,11,114,114,False,False,False,False,148,CBeRtm3tRmwak9YqY4EGXl8ixKiak3nMWFNp2HqsVfqzo2E0dyXUJpcw-sWrnWcphwjhqsvxChKeAQ,0.5
TEyYaMlnMy4XWBKhY7iNCoMg4rIw2bxkthnn3-dsiYqWyWc,DIAMONDIV,kxTcG5zrM6zRpNLxlPeWV6P1fc7DlUoP0mYJbNgpQdMUsUk,Arrivederci,0,60,54,False,False,False,False,335,ibpUehn1LJRGpswO7cCB5WjTlKfYn9hIeaRI0K9s0Ot31oTPaUU44rOF-U6wy8VDuB1ZoVmQffc3YQ,0.5263157894736842
nV5CQXMdlxXgoUGaL5MPmN7B5W2GLjvPxVl430zNXtOVljM,DIAMONDIV,Hu0feH9Z5ht7W0kGRiUZcIAhkwjYGmvuoILNFwY0uC8D_N4,swïtch,6,276,290,False,False,False,False,205,LOQbdyd4dlhjCGWPXxdp3JAUFdq2uN-PXyxN4cJWCdfNztgPuA7iAmDX3Gz8FMTI6XTSwoGQc1RP4A,0.4876325088339223
68JDQoOnnw-2zFZlja-0bl6rc77XFbrrgtlFouqq8OQ2-Xg,DIAMONDIV,uF72t2UpS1kRUo_ZgN3hr3y78_nAirTgNuW8VI2_-G1mG-8,Kyöken,75,69,70,False,False,False,False,378,uNg2GKyunrYIFetPxLQRtpE5ICMjWPQiJNy3ueg6dL9y8BG1Hg5576_c6FIEaj3NqhaPru0MwnYcEQ,0.49640287769784175
UFEZXfBGv2tKhc1zYQA3r7ye9_OdHsXxh38NB6oUCP_DyIU,DIAMONDIV,vZo6jx-utdi0H8JBug90QQBa8AH1V8AqBTZq83RPZxKr18g,Reku,63,157,148,False,False,False,False,305,VT5uu44hp_R1Wv1-jv1xD_TdbEdkmbaqHoDcZYL03o0-ziMqGJoJ04AmbvruLVakbq5Lby1gVMAAVQ,0.5147540983606558
8JyI0YTZYbRMIaUBWbzSE5HhMjZ5VpaauEXqPUhKm8l9DTc,DIAMONDIV,xVE6V8Q1w3Yx8E-8ZK6uFw2d1LZ4emnrMp_3m5vPkwS7fmk,SANDERO 2015,32,313,299,False,False,False,False,257,wqlZBQPR9Ap1m_mUhZoxbO9JvHXgRnw8d_TGznYw9hugh5QJAlb8xvjb67fy1aeGxHU0FVaq79Pd_A,0.511437908496732
UZh5NN1wg9-PUJyQmRwm7l0R-vTh4G9ssEhBxHkXUpUpxRA,DIAMONDIV,3SGuNO4mJ4kwpsgBzRWutj6cxhjbVy9aJ864F3FmZDshyk8,Deft Uzi Teddy,37,62,57,False,False,False,False,96,LbBbAVZOmEIjMTCSFfxty_8N74CvJxXmVpkLG9dA2XqPuf4LS3MzTmIJ3KBWRl0yJY-Det0nKI0zsQ,0.5210084033613446
4q8cxDBbyvIL_Y-qCeC3ifkdZ3kvjDLWIofyU2Ii-8xZcqs,DIAMONDIV,jg3FlkgQe5oqXE-hBygp21Vz4cefs9VtbFM3bvO6zdB6miY,Nytre,75,323,311,False,False,False,False,419,AiKgvm8Y2FFIZ-eKkYRCVqEAuL5_kTC4WDFUvpy1MTL7XIGuq7rQCR6R3v0nPQCVirDJGld2xQSxag,0.5094637223974764
2vyzYfU0wVw2GbUfOX7a85Vki7ZfLol3NvV7Kg5Tr121GuA,DIAMONDIV,UBiInOz9UmuEoHFnHWTgZAJ4wPsA_0K2Waf8ThIhA9rS50g,Jujutsu Kaisen,71,242,243,False,False,False,False,281,tp09jdgpcFlKevcYllVm4Vj9qkCF7_yJ2rq2f7uHjIzTv9kUN_GLFrDwU-6-FaSLeiJg7EhBYXRXbw,0.49896907216494846
wZXikIfRGTKmURXjW7UkwwpICm8t2obuNv2Yk4wksYtxvP0,DIAMONDIV,DljMkFh3T211HiBEvTjGQFfFs6cTbzi4yZEK35uv0U458VI,Thorkell,0,88,60,False,False,False,False,256,BEAiE6TpNdrUF4OFHaU9it2bwk2R1UctCmsVMuNZh439doWyWqbM-i7eDzKoq7_fxqH9nBGU94Lhfw,0.5945945945945946
Z0FEQjLXF2AIFVc1ZL6bSU4n13afEF39D_v-iNsck-ELEjc,DIAMONDIV,PhW4ra87LdsmKg9Co3rBTOJW9VQ5GGQ786UhWnqOnc6z1iU,MLW Aquabike SZ ,33,164,140,False,False,False,False,216,Bbs0RuzRSE5Lj44CR7UztwOM84Ds2PEf5ARe8y_E5UABZRgfLhvENuBypSaQ0Ae4M16uae6EBA8JRg,0.5394736842105263
dag83TKmZZVNhBB66bpWRojcwtJkA2lTni0MBL0MGZFpYFM,DIAMONDIV,Yo9Orwk375JYnf6bjpgf4EXQ1nCfWfz1qLtGwguvG_mBFhE,Capitão Netero,0,525,506,False,False,False,False,286,4Q9_om-S2L7Vb1VFDf-idkVvjyYGfLbLmgH21Q9mVn0U3dd3hoRD0pIjyQ2DoKqzhGZJxhQsV2QK5w,0.5092143549951503
-PziJjy7EhDRhSfaWIsdLNn8_7jFakJZeScc9Ymdp938F6g,DIAMONDIV,0iiXjgAt7QEI-Zv_7efDibgTvJdPyXDJ5hgfE9QUBDzsdsY,Marujo Biscoitao,34,293,249,False,False,False,False,277,bhwCm6XEOFmW2jRMZAeTQAxRgcxM0N5ph49WdY4Afr1B06emsOXhg9qE21dsmKIytme6P7qM9ObjwA,0.540590405904059
tfeCVtN7TFgYeC4wP-K0GlYDqNcqbJnYCd2nOLXJ49TWbn4,DIAMONDIV,OWct2jaF3NjjxlhWRZQW7JIw2XagTaRajpNNT5aVcm3ebIo,Jaraguá ZO SP,100,429,427,False,False,False,False,315,VDZWnORdg3wlIb2nQzs4qvKTnB4bAwre-NHudYXeFQuo8q5gHdONOe09h6hWatJm3lBuswoFX0q_2g,0.5011682242990654
fFKm-tDPfPVdBXhNOzMkQALViiWkrRId_XAOCBo09sOoCMc,DIAMONDIV,HnPaE8XYFTJzZaB8NR2Jw-K4shemIbURpeEFqDEp8bpepaw,l Echidna l,49,469,427,False,False,False,False,337,LMenXTenpR_m15MEGCN8-gadaOit4ZveKdoi1pl_6K54gox_J276ry3oIh1MnJiUUolInNhGr9bm_g,0.5234375
-EyhpzdT6bITUTD-7WD2aejqWxS0o_g7sdZE-BtbdVbiL3Q,DIAMONDIV,gqO6EZKuiRPcGXDcvoouWqIIRQ86oCZeAx2gqOMzic1b64g,Fizzzlipe,50,293,309,False,False,False,False,311,banNZJ0s8Eont5X0C8AG87fAjTaAJWYw2iubdLF3ViUiIG4RnrVh5FE8QokkqMdJtsfL4Gp_Rwxwzg,0.4867109634551495
K4t_vR46Y-fLvfht0cfqcvD70XNztykIWWAlYKGny0Dx54k,DIAMONDIV,wTgYq2aQ-GZXgrYDVR8fjl1yYeDsC37yyhcKmZaG6msUP3k,Kodï,21,169,171,False,False,False,False,253,K3AcsEiNSzYrO8V3hSk6gQs6BHYJPNoyRhKY4kZkeirLdS_5V3CCqI5q4BBqf4AdXM3aUvFH81P9KA,0.4970588235294118
NZdFyb0oH9mZYqDfbMnE9rMpia5PduWX83QA9DUIuwfaJfI,DIAMONDIV,TNkjWjJrFK2DGdypyRI5o6m3hhLvvvFK8yTVzeHJ0jUERjo,Josë,3,26,28,False,False,False,False,272,LEZ3Fzz7kYQ8wbv1l1-S8ryZ6jGrTgPWTEY0uP5dJ51WxVGIl5ErCubFp9ebA8PGjnmC_1QoG5LbIA,0.48148148148148145
R_xZisgrNi5bfbxbrbQ0wUBWz0WzhELmmSmuX69CP-Mkdbk,DIAMONDIV,p8RbqqdD5Nc6NDnKm2ZOOX1B7EmOEiA6AcU5rIt_cOacvKY,ph is back,0,265,245,False,False,False,False,286,5GWUXJcdVrgu4lEU9kAaKmzpFECuBdpeaqk-O67nd9e7mj2ZivkI8SHxdY0CY8oqoCT3-0Kmd3Brdg,0.5196078431372549
w6jIkxn3xSeWKMd8V1FNi5dG-IJxI3kef_9ui7s34KfzGMQ,DIAMONDIV,Qy4WqGW0LlBklokU8-Hulwer9yOsVDMWyrFpITljnzzqftg,ZED B0T,53,121,117,False,False,False,True,159,BP8zV-VEmqRGEnUpY8iBk9ZPwtsfCPsmQCkXhdnFvtr-gEx6wJ2LbkZVMmuHIXKwd97Yp-2MVoI-dQ,0.5084033613445378
5URnX3daLCf5Qxn_kaB0GJ_mlBbk7wf0lpFpSwJ2ss9Hfdo,DIAMONDIV,odZ5pXpf_q-BmJS4Ie_IBk4sPgp8mfy4w2z7ieVSYYK-Ghg,Pijikid,5,58,48,False,False,False,False,79,ra-gaGsfZp0EEJ6o4T2wgZdZezhTbYeb3j6DoAqnR1q6846VoInQnlfZKtw8DlCsFykUf2ODCxHoLg,0.5471698113207547
qZbE-uFbba7Jkyy1hEJ0KTawDhEBZWwc13sNzxtp9F2CPqM,DIAMONDIV,JQgirvcprlFZSZ-b0K1Nryx6aijmIxBu-WmjSxtuohNloqk,Vasco Vasco,37,199,183,False,False,False,False,246,WaNEdcG_meUbTlJW05EzPt0saRzs7JGnKVc7O6paTHiduP2ttbHc8tEYLINm6VwmZhhPBu3bRaGUCg,0.5209424083769634
Mo0nSSBzkN4POW9cW8LkHCU1wePvCKdVJHMNfu3Nrp5UrmA,DIAMONDIV,acNO6ah8tguL3vYpEwwN2iAv2jll6j9U1b1DSmMC-Y0hAVg,Ruim De Gank,29,402,398,True,False,False,False,289,cTBMI-Y8nwju-b8yAklNybNAib1ghBwuLIcMyl_qqZpc4YnOcvF0w-dypyKhzLSyGjKiwfpUZRjIiQ,0.5025
Bj5ZYlMz9jXa-g-SVMz5CHQeArfaGYyGsAZb4jtjTiY6s20,DIAMONDIV,lK3D_VqJezeNL2gBZ6dX8UyhXhl__eq8JtBawrfyixJbX_s,hi im wuju,28,89,65,False,False,False,False,56,nsRD0TRPvFVeCGb3KLSm1ZdILHQ8C6Zd2Nmt_hbfPRh4Ke-tCCqSJILpA5uBsrXLRXs7pTVn1bFr-g,0.577922077922078
vGJ_XBNSKIMhM_DLIOmGIrDu2jRUIvLgD_MIiCzGkvogMJ4,DIAMONDIV,Pi_i-wVmzTZXOmVHphP8EnitCLuhXnoJg6VCHh6b-1JItmc,Também te amo,43,211,215,False,False,False,False,194,dep9xqzcNRayq2k_Jz-U1192keKjCAJpcg9P8IJ-WYpP6SJTHOyio4QbGCkeNcjeUtpFFWQctxkOSg,0.4953051643192488
ANAKqGybsd1kggFOWN9YK9vHXVSaLanwTVqipFUfq4bUvh0,DIAMONDIV,2TqAing0SKQ13SZnhS--uP2_WVxCPR3unLX9x09SuKyCZug,Headache Man,0,173,175,False,False,False,False,195,u-4O_BKzMaZyoIPcpQovwUfd6kCd9846dGpx8q0N0GXExMgBZ6NZ1ZnS9T2d7vH-QazOYli3ZdUTnw,0.49712643678160917
8EWENGo5cAixoJ39YHLwewFYTo8AhNXpW4sxqsA2CyS3IDE,DIAMONDIV,DoLaivsP0JSWgkkMfv0NvpxbBfFyxRzn0CgGZrnLX1_puBs,EricCartman616,0,75,79,False,False,False,False,115,ZxV3u3fz7TVOlpB9n0Y4sRUGX3nh0wV33toCpY_JKhE1Xb6PdAkPhhMaj7f5iJUO4H4xJd6gpGVMxg,0.487012987012987
kCoAg-LKgpT7tlUqspq_cgBYwWtCfxKx28f3HpccnbKv2ck,DIAMONDIV,2ONl2ZGpyc3SMdsLxiGdJeMz5j9uKA3LTUMotqy7k84P1Ic,DocBoss,16,38,33,False,False,False,False,264,oXPajReOd4w7r-TpUhyH-ldVhlDWWzj5bHcZNwExyFWh0uf74COP9zk8PAzE_H46gtNy3kU9iji_IA,0.5352112676056338
QxmGBOIw2tQnZc1leFaAvGFD5nZ71iCSSWFo4Ah7UWAXmoU,DIAMONDIV,x38s88_rwaoMkO_gsBOG9fXgwK-YKrO7vX7z1QA6P_0WelQ,StormVcz,16,172,187,False,False,False,False,291,gecjSTU64bry_6rO1nnciLnGn-EDzUtRO4cLIqIDuNS7nQav9HGQJrISnRpBCGeXxagEMnv1wQf7jg,0.479108635097493
wwI5meREuCPr-5gqrMnvFNLNBU1GY2eKH9sCL14LHdn1-fw,DIAMONDIV,NNsfYg7R_PgNn6JrcLMXa9QZ4ENH5c2LkqFLrnS_Cf465og,Thiteex,0,204,201,False,False,False,False,193,cLJPaQ8V80CBJk0Hr31jPCrlFnLSYtq84CGZOICFC_KQK86H5KuKZHTmir1bvAJ9SL4yAby4WwlQxQ,0.5037037037037037
ewPwkMcVIBXzI5SKxxaq7TdWD3mKUr6cqWcmAkYJNUaoKhs,DIAMONDIV,tZWGO-Fz2PsR_6qyspJw2-YbrRJeDFFUQ6MPlgClQxwKdWM,I am Zerinho,48,106,80,False,False,False,False,81,_yDe68mAt-aj_eCGXno757a-0CwUd4XRmRzMM33c-AgwUYkkncD2bh-PqXTjdhXR6Y0l7rtU3-9cKA,0.5698924731182796
Xy2-C6IWaYXy85uHIxYX46zmk7fr6X6_mNhX3jLmj6wMcnk,DIAMONDIV,5r9xlufUv5Gs26zNA8F0BtQgQxpnHSSYl7I_iMSL2u902zI,heaven beside u,26,133,137,False,False,False,False,207,kk-EcVY9AkBKSfRZxjHiMiouEHbLWX_TJw-RyezOXdDp49XCqnWeaNBjlYlveYynUS2hQLscKNd60g,0.4925925925925926
DGYVNkaFEUek0JJEdrnv-1Zg2sPtneFAhA7MmScvwTslzvM,DIAMONDIV,zwfTyHsQQqAyHTDMC04rjymIBuPl3fY6lfICH22myHzCfvA,felixshow,15,407,354,False,False,False,False,304,YiZdRfs3n16oRtAq7ftbd6_4mzLmEwVBxfql8WWPnsAhZIpkR_zztSDVuGZ1DUsv68E46bUNuRXhjA,0.5348226018396847
AgNEIJhhcW3WAdUtkR6zn5lTkx9WNSr_m9DKkm6JpmcTxsw,DIAMONDIV,RfC5udGD4eU_Rpuz2wNtyXvABkVs91CuN6Uk1kVU99-cZGA,Re4per of Souls,18,348,341,False,False,True,False,169,Yn3TLKC4cdghsxXTueoVUchyUJsuPYjI5Tj8Lom1Mf8azcFm_yJuVQbDnXhsLTF-Hmog_FCUwfyAJA,0.5050798258345428
qavzC_SSzX6uk7UBRtyFIweNOYQt8ll7rQGxtpF3Lw6fuo0,DIAMONDIV,3rtRjs0n8_0E3ve2LD-JWiBFzovbq34EEvoRsiG4gXLLp14,FêmaZ,50,324,332,False,False,False,False,166,3bpAxTkOi-Hhp-nRrGltyZ2ImoNr5BLJB4xZf3To4ZlwAN3a6EFtz8TKFg1T1yB_cCizTcEIcV46qw,0.49390243902439024
oFXcEnEPoL4MmkCD8N-LIcodb8xJtgYr3Ot0CgqQHhs4ADQ,DIAMONDIV,rhxx63ZursCRMl5TyjSOO6Xix7_du7Q93jQmvT5Z7QgCV98,Asp,56,322,278,False,False,False,False,158,XigCUFaWyXoGXKtpQ-YaXZdc5Uzry_MqD9RDomgYfBjVxZGbW4B8x7QgZsTc6HxYdUUN3F-wugxqvg,0.5366666666666666
jVj0WmuUYouFwehldKB3yyp6WTJC87cHb2YdgtvtvVgsyck,DIAMONDIV,PJp_HDzCtaBucTN4UEUr_j7IQWiPF4QqmpDc7BuHA5DcjGU,Serene,0,385,363,True,False,False,False,322,YWUGfKBLhr2Sh1U_hLP7ISqXNzPbEZ1g6TeknA0tXnIbi0-DqvYa_nnVfwIKuVFWApvx6Ht0YXgwwA,0.5147058823529411
vWb8gAfFaw6LeVzkF9TLvEDJAwbTzrgIjXLxDFC4Uy14Yvo,DIAMONDIV,uMv7lIR1EI46fkkfPagY0qbczHhqtaI2J0mKVsp0RuJn6T0,Mynothauro,19,172,135,False,False,False,True,361,v9CLb8vgOW81VmAQ8Ec-bsbriIGQ0OjdBULZzghBWzXFRXqEk5BcX5s4jgDRUotjUHy165sHffdVDw,0.5602605863192183
kSJaOKbtd_WB1FHUccNqlTBqgBYMU6xhEMuQqxph6uo0Gaw,DIAMONDIV,0KLClDw_Toy50yMqye6HQd0-mXlnuVMm9QQiRM-4UbiTmso,Delo,75,102,89,False,False,False,False,71,mEj9KPBPJmXBrzW2FBBh-HCrbJ93cKxPPh7iKSl1XPTtwJREkNZxQoLYeqEGRFUaTqjR1QBqxoxVbg,0.5340314136125655
sbCCynp1sWmdl4J-ODHoP3xj3eCuT7fTUSrNCrQhHxvAyoE,DIAMONDIV,G07LD6uT4y0obta4GmSdYid52nwF_lAz4H6emh74B78_HuI,Zap 46999343018,0,52,38,False,False,True,False,286,kMipIvFWMk-7eiEdu8EDFmK-ZiHv4BsZfK3sOI86UOI9AcHpooxHTpY9uSl_3WdwrcCreCL9FYup4g,0.5777777777777777
ws6UdI6AVvZ76FN6psgALDg77LDtnFZALkqL1VbVn3fLoms,DIAMONDIV,j_btjF02ro9pJL9h6ik5cgjp53pWfdAX012oahXxZAtWXM0,Lyez,28,163,166,False,False,False,False,452,BV5QlAxUkSWsyygxrbHMUno3NVobilEIjZq9u1yD3q3tc_18XMxubwmju7xIEkEZ77k6UdLttA56zw,0.49544072948328266
yXQLvZBylST65QGH0ra2xoxlwqbSSEBHTA6oFAzKjLNhHls,DIAMONDIV,4GrzZ1_ZBZysuCTLZ4v2CeG4rDKzKz2iS7p8CJpc1AqPJrI,Novin SL,0,173,157,False,False,False,False,168,R16ay-MQWabkgoD6M1fMGOtehpGOjrerVomL0V9_5Iy8ZX_6SIQQmKCC3ClDNkdWoYTs4VLeROzqNQ,0.5242424242424243
Pv583YuZO254i0vDoIeOqrlqx8m9UbR8vqrVkPlTf0BIEeE,DIAMONDIV,u2OWGwPF68Bzv7pDikcBgrPFdTFxrnsFkI8NPRfjAUm6J_g,cryIess,0,355,323,False,False,False,False,336,6IZtzbt5BKPGS4asPNlx62rJ_7cxfxxOyWc_FbvwNskGGimEIzmT8MJb8NUdEQrc3Tq9jhRLPseJtw,0.523598820058997
NDqSnMwQO2n04CjDeWUB1dpYjXmmfZ19SadfF5Llw40OgpA,DIAMONDIV,-753k7HNnEA9sr0I24zWAosulnI89dlFxA131snPVWdwvT4,Patoshin,94,122,112,False,False,False,False,253,uxGTSvtkdfFf5-ERwe3HVltvim6_y-Oo-ZBHX_t5_ac_ZNnEDXd0z7hpxhVN-CJNXPKUhT4RLmnCNw,0.5213675213675214
6a-SpfD8c-zc_zwAdCKXzQVO6tj6tWtNIL-AUqteku2wBIc,DIAMONDIV,lU5lMLlMlNK_kPjlp1bNCoRUaXBQNvuVGQOFtSYwfZ8Dvmg,What is this,15,177,154,False,False,False,False,156,JE3oef1GDXbrTfFrFRkpxT8C-NqZGBmgbDuKh5BYNxkO-bD4u2azez4Os9ZYrhlLBtDrQyHv9cuYvA,0.5347432024169184
lL81U5lTguaN3qx82_Ia8O0IQ-aFiE-AdQsd2fKgcgrw8RM,DIAMONDIV,O_s390hewcb5pf6pjWz_PVLyjzS16iYCGinUgOghBAXgOwU,Bërn,0,267,250,False,False,False,False,236,t4BYDNjh1GYjddIe5wlwMHnzawloMAonS7Nyyu9ssX04oFtZbybju_-Y5t1-q70tf62WyizgeGezeg,0.5164410058027079
5SVd4Jmy6XwwEUM_u80uz3rwSw_8ycKZeinsH1Y3VmR4qxo,DIAMONDIV,H8jT-QiMsyqG-W8em-9_thkbB7FqoqTyiD8x2LS24ZPwQPM,Exodia Slipknot,35,142,145,False,False,False,False,152,o5Wgsgi2axjujztqvxRHPAShgKL50bAxrG326uVCzAbf4iM-q1ua8omCH-WRZIQQfJ27X8FekRWp9w,0.49477351916376305
DnMMHqvON184QonYXoc6Nr7dlMhDDTdQ695Hk_5bIkawjUg,DIAMONDIV,PuqfV6ACnH42mAogGjxF1z19CHyB1T3yxG1LR0ul-SKYOfg,I Aquiles,57,330,328,False,False,False,False,319,HawVhWb4CQBN_rGv8-qlVasSr3hularGrG_D0F8aO-9gOAw9C3gJfQnRITAs149uNeoQXDm09NyeUg,0.5015197568389058
AjDOr6SkY4Wh006Lry-x4aoieqycHwW7CcLLzRdMTj9m5Q8,DIAMONDIV,8Q-pIYJNMU2uvKpTcr5fU6bu4dgx9nv-zMlC7bGMR0rT7kc,l King Crimson I,15,49,36,False,False,False,False,60,THPfZYNOeG_NJ8K2FQkrGX3WdrKXelylXH0noDFck_rFNFnxdhaE5PK5vrbvmAgR7nUgNv4PWUd4NQ,0.5764705882352941
735xiKzCsTZWd_zXQGZ-KGnDlGwWDmnAZhABbfHitIej_zU,DIAMONDIV,oqrq9vYiVIpixfTrWEyof4LSY9zETwoPCnxWMMZBGmQSOqw,DustRoyal,28,654,633,False,False,False,False,378,7SbgO5tKvcbqMmj9xZAj1ldw7jCCTOEKPXo9Wyj62Tt0sW4f7tldFlfrmGgxGkccfYto0gsl6y1rHA,0.5081585081585082
a9eK3tgh-W9ufb7zLW92a14DEHpsBssnq9QjYvEX_Y8w8tw,DIAMONDIV,3cQ8Gq3wflyN2Fg-hdNuDSmmfpswsleqHIBjHcYvUa1UxbI,CapDKing,43,80,80,False,False,False,False,113,7wLZRxjNYa2iV_ICV6TLaMFBz7NDzG728vh9E7v06HO_pZbG5MwM15fye3BW0wzat_dEO1BAboCZZA,0.5
6XlqXr3ZyWcmlO4iHOFnRusKErXXIsMFKCK0ya6snK-yLpE,DIAMONDIV,c7BRKZFg-tfKHuPKta-WHZtFZi0Tb7e0dyyorK-U78aZCOk,Teus UwU,75,221,222,False,False,False,False,288,YVwlwviW_tU5ObIUvABImwlIsXQG5ORzu1uVnEnYutWacAasgplEY_6xiP9WzflVmBK43Y3_KAIe4Q,0.49887133182844245
SqubsnMiQIBG5VBkr0O0Qa0PMIBZRIELLiSUOoVcz9O3L6Y,DIAMONDIV,demJOScG3PVK6d9ifkWrcoAVl3Nk8FtA7fO0yFDMkx31LNs,Cero,59,86,74,False,False,False,False,299,V98JzETVx2hGDuootBU-QWwvXHT4o4nqh5QPjIg9rNgSnk8N4caGnIHfyQ1B0J5NU_eG4l8N9xEoBQ,0.5375
sw9SsIt0mccdHEUca-bT726JechaO_bphxY339FvgjLL4GA,DIAMONDIV,Bgh50O7ROXAMcGmgsJ61f7D7t9pOrhAxPMS8JqQKZKUvzdE,UDYR AGlOTA,24,108,99,False,False,False,False,283,kw-IsUMpe4LfJxG5pSp-4BWImhcq_7Wm8n6PYtL8za5H5eTsVkCU8Gpp5aoUKSO9ZbYA7J27inMePw,0.5217391304347826
l2kZzbCpSbcjczWX7-Cg0NBVNyD6kh_9935qdmAzy8EqAkE,DIAMONDIV,tB34qN2pU4AUhor7Y1qYJlklrTOktBtQ0nj2xRJBcciEkww,CowboyDeCartola,8,189,163,False,False,False,False,420,vXNnxrmCl2kCsI_aAiWgVcPx7LvRL8m310glN6woEL9vp9GGuxuAVxCbjW42smG212E4w5lp_OcOQA,0.5369318181818182
wHd1QorEXIBMP79FgVdK8o6CsSOuOAkswfOPSec0MNODJGI,DIAMONDIV,I63Lw-oKoXb-gYQ94Ayg2lc0RoJlJY3xGk9kbZL9BBKNsiM,Vladimir XupXup,73,189,184,False,False,False,False,383,YrRFzz0JEezsNhuoKhhnOwbNQpcvrs-Ftf1rj8n8yEyj9TorC0yothQkFUNpUEuhE9YTkKqgpb5Vmg,0.5067024128686327
